anchor_cat,positive_cat,negative_cat
n03494278,n02971356,n04258138
n03891332,n02790996,n04037443
n07892512,n02132136,n02107908
n01924916,n03127747,n03661043
n01873310,n02328150,n03782006
n04258138,n01592084,n02006656
n04259630,n02667093,n02823750
n02105505,n01744401,n02883205
n02085782,n02125311,n03877845
n02025239,n03666591,n04486054
n03658185,n01945685,n01537544
n04070727,n01729977,n03877845
n04589890,n04553703,n02494079
n04116512,n04542943,n03095699
n03832673,n01955084,n02091635
n02105505,n01914609,n04562935
n04162706,n03131574,n04033901
n02454379,n02692877,n04049303
n03825788,n07584110,n02009229
n02130308,n03325584,n04550184
n01751748,n01693334,n02114855
n07871810,n03530642,n02091244
n03481172,n03710721,n04086273
n02172182,n12998815,n04418357
n02423022,n02051845,n04120489
n03657121,n04509417,n02444819
n02860847,n07717556,n04033901
n03788195,n04067472,n02114855
n01797886,n03207941,n04346328
n01560419,n03196217,n02114855
n01531178,n01883070,n01498041
n07718472,n03483316,n03216828
n02097130,n04235860,n03216828
n02102973,n04229816,n03642806
n02190166,n07753592,n07802026
n04525305,n07583066,n01484850
n01873310,n03874599,n07802026
n01667114,n03124170,n04442312
n02095570,n02134084,n03207743
n02422699,n02790996,n02708093
n04311004,n04612504,n02114855
n02092002,n03197337,n07930864
n02110341,n04536866,n03720891
n03982430,n04273569,n03201208
n04350905,n04399382,n01843065
n02797295,n01806567,n04147183
n03494278,n02086079,n02099601
n07749582,n02486410,n03661043
n01860187,n10565667,n02640242
n04133789,n02782093,n02138441
n01622779,n01667114,n02840245
n07892512,n03467068,n04326547
n02317335,n01871265,n02088632
n09193705,n03691459,n02095570
n03450230,n03594734,n04505470
n02859443,n01729977,n02814533
n02091467,n02328150,n03873416
n03095699,n12998815,n03866082
n01980166,n02860847,n02097474
n01797886,n01990800,n02281787
n02085782,n02125311,n04505470
n03920288,n07717556,n04317175
n01773797,n03623198,n02107312
n06596364,n02006656,n03014705
n04487081,n02980441,n02088238
n02092339,n03888605,n03786901
n04367480,n01983481,n02119789
n07565083,n03259280,n07248320
n04443257,n04229816,n02169497
n02493793,n02085782,n04465501
n03857828,n01734418,n03877472
n01440764,n02107142,n09246464
n01797886,n02117135,n02120079
n02100877,n02137549,n02823750
n04442312,n01774750,n03447447
n01614925,n02488702,n07753275
n04147183,n09421951,n01806143
n02879718,n01644900,n04604644
n03661043,n04328186,n02264363
n04009552,n02871525,n04277352
n02981792,n01855032,n01728572
n02085936,n01945685,n03447447
n02408429,n04039381,n02444819
n02033041,n02493509,n02256656
n01955084,n03710193,n02480495
n02100583,n10148035,n03662601
n04357314,n04606251,n02486261
n02109961,n03929855,n03983396
n03868863,n02097658,n04141327
n04149813,n03891332,n03345487
n12267677,n04026417,n02033041
n12985857,n02966193,n02268853
n02799071,n04275548,n04380533
n02793495,n02009912,n02692877
n04417672,n02111129,n09428293
n02871525,n04009552,n02268443
n02111129,n02837789,n02114548
n04325704,n03124043,n03720891
n01601694,n03950228,n03617480
n02107908,n02823428,n07892512
n02457408,n02493793,n02823750
n03788365,n07697537,n01820546
n02105855,n02088632,n04141327
n07579787,n03379051,n02483362
n02090622,n02009912,n01843065
n13133613,n01980166,n03942813
n04482393,n03424325,n04239074
n02268443,n01873310,n02132136
n04330267,n02086910,n04429376
n02437312,n03908618,n09332890
n03220513,n02536864,n01558993
n09288635,n07734744,n02655020
n02797295,n03814906,n01855672
n02492660,n01491361,n02963159
n02071294,n02090379,n03014705
n01688243,n02410509,n03126707
n04493381,n02256656,n01518878
n04409515,n02066245,n04347754
n03840681,n01622779,n04429376
n02090721,n04376876,n03016953
n02814860,n03908618,n02326432
n03717622,n03476991,n03992509
n01558993,n03868242,n03109150
n04201297,n03495258,n01514668
n03920288,n02165105,n04525305
n01807496,n02536864,n04347754
n02091467,n02397096,n02113186
n02667093,n04532106,n09332890
n03938244,n02342885,n04326547
n03047690,n02325366,n03297495
n07693725,n04548362,n03657121
n12620546,n01735189,n02012849
n01983481,n04372370,n02106382
n03344393,n02106030,n04201297
n04005630,n02782093,n02111277
n03998194,n04525305,n02091831
n03956157,n03947888,n02138441
n04442312,n02791270,n01770081
n02692877,n03017168,n03461385
n03388043,n01770081,n03877845
n02106550,n01689811,n01692333
n02493793,n01806567,n07684084
n02412080,n01872401,n03938244
n09472597,n01784675,n07753275
n02783161,n04447861,n02091831
n03272562,n04599235,n01797886
n04251144,n02422699,n03782006
n03992509,n02088238,n02676566
n02101556,n04380533,n09332890
n02799071,n03372029,n02114855
n03452741,n04548362,n03461385
n02091467,n04579145,n03873416
n04264628,n04596742,n01774750
n02950826,n02177972,n04259630
n01955084,n02108000,n04033995
n01770393,n04127249,n04476259
n02690373,n04392985,n04259630
n02730930,n07718472,n02092339
n03929855,n03482405,n02093647
n03131574,n01855032,n01582220
n12144580,n01943899,n03775071
n04540053,n04532106,n04347754
n02105855,n02096294,n03297495
n03947888,n03095699,n01443537
n02480855,n01828970,n01855672
n03271574,n07590611,n03759954
n03042490,n01770393,n02119022
n02361337,n04509417,n02229544
n09246464,n09332890,n03720891
n02108089,n01871265,n02794156
n02112350,n03874599,n02917067
n02111129,n10148035,n02666196
n02130308,n02017213,n03297495
n01978455,n03777754,n09332890
n03417042,n02484975,n03661043
n04009552,n03240683,n01820546
n02017213,n03887697,n04259630
n04208210,n04310018,n04259630
n13052670,n02114855,n03133878
n03476991,n04517823,n01558993
n03884397,n04501370,n03400231
n03871628,n01983481,n01774750
n01632458,n02317335,n03657121
n02415577,n01770393,n04380533
n02802426,n02454379,n02804610
n01685808,n03874599,n04367480
n04505470,n04404412,n02980441
n02782093,n02108915,n02870880
n02025239,n03947888,n04366367
n02099429,n02437616,n03532672
n03782006,n01775062,n02963159
n03895866,n02101006,n02667093
n01828970,n01871265,n03895866
n02788148,n02097658,n04263257
n02443484,n02509815,n01530575
n04254120,n03594945,n04263257
n03062245,n02510455,n04049303
n03388549,n02951585,n03733805
n02120505,n03443371,n03014705
n03394916,n02206856,n04136333
n02403003,n03710637,n03344393
n02396427,n02105162,n03216828
n02094114,n02346627,n03126707
n01558993,n03929855,n02708093
n02102040,n03868242,n02814533
n02119022,n03970156,n12144580
n03188531,n02837789,n04141327
n02481823,n03590841,n02391049
n04209133,n07742313,n04347754
n01755581,n01687978,n02870880
n02111129,n03599486,n01641577
n04023962,n01688243,n02747177
n02837789,n01945685,n02138441
n02090622,n03721384,n09246464
n03899768,n03991062,n04355933
n04357314,n03825788,n03216828
n02100877,n03141823,n03670208
n03425413,n04458633,n15075141
n02167151,n01601694,n03781244
n03891251,n02017213,n02098286
n02486410,n03045698,n01843065
n04252225,n01981276,n02097474
n02018207,n02088094,n01498041
n02134084,n02107908,n02977058
n03062245,n07760859,n02009229
n01914609,n03633091,n02096437
n02107574,n04204238,n07717410
n03995372,n02643566,n03187595
n02113978,n02009229,n02012849
n02236044,n03372029,n11879895
n04275548,n04462240,n02917067
n02115641,n09472597,n09288635
n03857828,n02841315,n03720891
n03492542,n02782093,n02480855
n04310018,n07831146,n02138441
n01692333,n02090379,n02120505
n04355933,n04208210,n02091635
n04201297,n02930766,n02807133
n03594734,n07753592,n01797886
n02396427,n02093647,n03216828
n03947888,n09256479,n03063599
n03223299,n04067472,n02802426
n01630670,n02480495,n02219486
n02823750,n02641379,n03344393
n02447366,n04200800,n02963159
n02268853,n03085013,n03661043
n04357314,n04328186,n07248320
n02326432,n02794156,n01737021
n04392985,n02398521,n03197337
n11879895,n02795169,n03775546
n02093256,n02123159,n02442845
n02415577,n02504013,n03393912
n02328150,n02109961,n04049303
n03841143,n03633091,n03903868
n02346627,n01695060,n02119789
n01755581,n01443537,n02009912
n07718747,n01872401,n01843383
n02481823,n02777292,n04209133
n02708093,n03692522,n11879895
n01692333,n02437312,n02120505
n04371430,n03866082,n02105056
n01608432,n02106166,n03874293
n02018795,n03124170,n02119789
n07747607,n02769748,n03670208
n03347037,n04532106,n04389033
n01558993,n01843065,n01734418
n03895866,n02397096,n02917067
n03697007,n02643566,n02219486
n02099849,n03788365,n09468604
n02096585,n02107683,n03445777
n02091831,n01877812,n12144580
n02102318,n03724870,n04486054
n01582220,n02089078,n02672831
n12144580,n03786901,n03599486
n03633091,n03710637,n01580077
n04487394,n01601694,n04505470
n03876231,n01753488,n02093428
n07742313,n02410509,n04417672
n01978455,n03000684,n04525305
n01685808,n01729977,n07684084
n02097298,n02110185,n04141327
n03792972,n02398521,n04604644
n03947888,n01768244,n03337140
n09256479,n02488702,n04476259
n02776631,n04192698,n03733805
n04251144,n02093754,n03207941
n04590129,n07860988,n02444819
n02992529,n03627232,n02086240
n03110669,n02410509,n04266014
n03602883,n02172182,n03216828
n03710721,n01695060,n01843065
n01667114,n03710637,n01968897
n04367480,n03841143,n04604644
n03443371,n04346328,n03709823
n04146614,n03787032,n03297495
n02106550,n04141076,n01820546
n03388183,n01944390,n01675722
n03976657,n03874599,n04486054
n03832673,n02708093,n02105056
n04239074,n02782093,n04560804
n02108422,n02607072,n07860988
n03483316,n04597913,n03272562
n01774384,n07760859,n03720891
n07742313,n02165105,n03733805
n03854065,n03899768,n03950228
n03444034,n02879718,n03662601
n03344393,n07875152,n02058221
n02488291,n12768682,n07930864
n12998815,n01873310,n03642806
n03250847,n02607072,n03770679
n02091032,n01773549,n04263257
n01582220,n02123045,n04557648
n07720875,n07753113,n03109150
n02114367,n02672831,n01614925
n03761084,n03447447,n03187595
n04136333,n03676483,n03773504
n02115913,n04229816,n03467068
n13040303,n01924916,n02840245
n03146219,n12057211,n04120489
n07747607,n03775546,n02097298
n02730930,n02328150,n02105251
n03658185,n12768682,n04259630
n01532829,n02769748,n04277352
n02093991,n01944390,n03770679
n06794110,n01817953,n07831146
n04548362,n01669191,n04366367
n01440764,n03100240,n09332890
n03014705,n02704792,n02120505
n02091244,n01818515,n07871810
n07831146,n04131690,n04423845
n04493381,n02104029,n03584254
n04039381,n03710637,n02120505
n04069434,n03444034,n02437312
n02106166,n02009912,n09428293
n04081281,n01873310,n03782006
n01687978,n02105251,n03788195
n02749479,n01675722,n03393912
n03874293,n01985128,n02097298
n02397096,n03045698,n03761084
n03942813,n01945685,n01817953
n01514668,n03459775,n04355338
n02124075,n03146219,n02795169
n03598930,n02927161,n02091635
n04428191,n04200800,n07892512
n02992529,n02860847,n02012849
n13054560,n02236044,n03649909
n02892767,n04325704,n03794056
n01734418,n04590129,n03916031
n04335435,n02101006,n02117135
n03627232,n04200800,n03814639
n02088632,n02105162,n04417672
n01774750,n02504013,n09332890
n03874599,n03627232,n02268853
n01990800,n02643566,n01514668
n07584110,n02110627,n04604644
n01687978,n02509815,n02112706
n01983481,n02233338,n09288635
n02422699,n04192698,n03733805
n03788195,n02988304,n03297495
n02108915,n02111500,n02814533
n03125729,n04399382,n03642806
n02974003,n02437616,n02093256
n03680355,n07583066,n02974003
n04040759,n01734418,n04487081
n02117135,n02102177,n04456115
n03014705,n03804744,n03888605
n03126707,n02396427,n02120505
n03461385,n03478589,n01968897
n03770679,n02966687,n03445777
n02281406,n01872401,n04239074
n02490219,n04009552,n03485407
n02071294,n04346328,n02870880
n02091831,n02536864,n03776460
n04591713,n03891251,n02089078
n02109047,n03814906,n04008634
n01798484,n03884397,n02825657
n04399382,n03476991,n02086240
n02815834,n03384352,n03782006
n04418357,n02966193,n03877845
n02096294,n03724870,n03126707
n04355933,n01986214,n07248320
n02119022,n03447721,n03876231
n03160309,n01695060,n02814533
n02165105,n02280649,n02117135
n04517823,n13054560,n04429376
n02128925,n02395406,n03297495
n03240683,n03710721,n02113978
n01496331,n04039381,n02447366
n02397096,n12267677,n04081281
n02093859,n03868863,n02917067
n01664065,n02445715,n03916031
n03599486,n02009912,n02788148
n02747177,n03803284,n04357314
n07753275,n03000134,n01498041
n03958227,n03337140,n02229544
n02488702,n02325366,n01531178
n02917067,n02843684,n02174001
n01664065,n02006656,n02492660
n03482405,n04133789,n04479046
n03877472,n03325584,n04125021
n04277352,n02094114,n03764736
n03485407,n02492035,n03950228
n04591713,n03976657,n03444034
n03075370,n01950731,n03787032
n03255030,n03874599,n01806143
n04208210,n01774384,n03902125
n02112137,n03476684,n02110806
n02909870,n02782093,n02105641
n02817516,n02111889,n04550184
n01614925,n04228054,n04552348
n02056570,n04325704,n04201297
n01843383,n03590841,n12057211
n07720875,n02115641,n03938244
n07614500,n03874599,n02108422
n02074367,n02128385,n04238763
n02843684,n13040303,n03733805
n02643566,n03873416,n02097209
n01582220,n07932039,n03425413
n03297495,n01776313,n02133161
n02099601,n02110063,n03642806
n07749582,n04228054,n02088094
n04447861,n01753488,n02088466
n01773549,n02134418,n01531178
n04026417,n12768682,n03445777
n02643566,n03929855,n04443257
n02834397,n02319095,n02708093
n02096585,n02105412,n07747607
n02114367,n02840245,n02823750
n03207941,n02939185,n02108915
n02804414,n03042490,n01582220
n02799071,n13044778,n02002556
n02089973,n02107142,n04259630
n04356056,n02965783,n03249569
n03584254,n03899768,n04493381
n03494278,n02006656,n03355925
n04398044,n02231487,n02268853
n03594945,n07718747,n01755581
n01601694,n04356056,n06794110
n04133789,n03666591,n04486054
n03347037,n01774384,n02480495
n03388183,n03197337,n02280649
n02999410,n03045698,n03216828
n09229709,n03544143,n04552348
n02793495,n04346328,n01797886
n02018207,n01697457,n02319095
n02860847,n13044778,n02977058
n04275548,n03530642,n02088094
n09428293,n03124170,n03775071
n03657121,n03977966,n03721384
n04328186,n03443371,n03670208
n07714571,n01728572,n04243546
n01751748,n01560419,n04347754
n07754684,n04458633,n03733805
n04238763,n01496331,n03223299
n02111277,n02536864,n04041544
n01632777,n02328150,n03792972
n02326432,n02112706,n06359193
n03710721,n02443484,n03983396
n04311174,n03544143,n03947888
n02172182,n02480495,n12985857
n04355933,n02017213,n04258138
n04099969,n03124043,n02892201
n03976467,n03496892,n02097474
n02112350,n03047690,n04429376
n02093256,n02963159,n02980441
n03134739,n04372370,n07930864
n07875152,n02791124,n04366367
n01985128,n03124043,n02480855
n02107142,n02488291,n04442312
n03857828,n04228054,n04008634
n03109150,n03804744,n02326432
n04392985,n02808304,n03782006
n03792972,n02097047,n04347754
n02085782,n02134084,n04486054
n04548280,n03141823,n03662601
n02268443,n02319095,n04335435
n02808304,n07871810,n03344393
n04435653,n02102318,n04141975
n02814533,n07714990,n02112018
n02415577,n02488291,n02319095
n04332243,n01697457,n01641577
n03124043,n04325704,n02916936
n03791053,n01774750,n02088466
n02317335,n01945685,n02085620
n02095314,n02011460,n04336792
n03803284,n03908618,n04380533
n02056570,n02109525,n03877845
n06359193,n04493381,n02895154
n02808304,n01873310,n02795169
n02640242,n02108089,n03775071
n02236044,n03297495,n04344873
n01773797,n03272562,n02090622
n02814860,n02129604,n02219486
n02120079,n04228054,n03584254
n03729826,n03063689,n01843065
n03764736,n02134084,n03584829
n01704323,n04367480,n04204347
n03841143,n02096294,n02174001
n03733281,n04357314,n04487394
n01796340,n02777292,n04270147
n03146219,n02110958,n04008634
n07695742,n02231487,n12144580
n04146614,n02939185,n02114855
n02708093,n03249569,n04008634
n03188531,n02837789,n06794110
n02089973,n02445715,n07714571
n04252225,n02690373,n02395406
n02978881,n03388043,n02013706
n02165456,n02085936,n03793489
n04204238,n04597913,n02107908
n07831146,n01669191,n03832673
n01494475,n07716906,n09288635
n07693725,n02837789,n02009229
n02814533,n07248320,n02667093
n04154565,n02536864,n07892512
n04389033,n03125729,n02088632
n02107312,n02106550,n02917067
n03691459,n04228054,n02105056
n02107574,n02128385,n03347037
n02105505,n04553703,n02114855
n02092339,n01518878,n06794110
n01537544,n04350905,n02096585
n04604644,n02326432,n06596364
n03187595,n01494475,n04592741
n01978287,n03089624,n02708093
n04332243,n01697457,n01694178
n09835506,n03379051,n02167151
n02443484,n02965783,n03216828
n02011460,n03017168,n02229544
n01807496,n03495258,n07697313
n04355338,n01873310,n01514668
n01968897,n03467068,n02120505
n02128385,n04548362,n04037443
n07248320,n02113624,n03887697
n02509815,n02108000,n01531178
n02105162,n02091032,n03216828
n02097298,n13037406,n03388043
n04141975,n02093754,n02361337
n02802426,n03095699,n03998194
n03769881,n04228054,n04252225
n04311174,n04350905,n04154565
n01943899,n03868863,n02504458
n04482393,n02777292,n02027492
n02105412,n02443484,n02823750
n02091244,n01697457,n02132136
n03777568,n02843684,n04296562
n02980441,n03482405,n03916031
n02101556,n02398521,n03393912
n03000247,n02093256,n15075141
n01843065,n03124170,n04517823
n13052670,n03047690,n04209133
n15075141,n02120505,n02870880
n02116738,n03874599,n04442312
n03379051,n02107683,n02676566
n04326547,n03425413,n02666196
n04509417,n01496331,n02747177
n03127747,n02099849,n02056570
n02690373,n02769748,n04008634
n02002556,n03814906,n02895154
n03485794,n04458633,n03764736
n02815834,n03188531,n02229544
n02841315,n03529860,n03032252
n02018795,n02092002,n03877845
n02107142,n02776631,n03998194
n04597913,n02488702,n01806143
n02093991,n01632777,n09421951
n02666196,n02643566,n02087394
n02950826,n01950731,n02033041
n01855672,n07717410,n01775062
n03444034,n07695742,n02119789
n04067472,n01945685,n07930864
n02114855,n02099601,n03498962
n04523525,n03208938,n02058221
n03345487,n02860847,n02088466
n01582220,n03970156,n03649909
n03425413,n04254120,n03776460
n02134084,n03710637,n02100735
n04612504,n03047690,n04258138
n03903868,n04429376,n04008634
n03692522,n02108551,n01514668
n09332890,n04136333,n04325704
n01855032,n02487347,n01797886
n02009229,n02408429,n03930313
n03930630,n03495258,n02099429
n03633091,n02487347,n04252225
n04081281,n04243546,n04476259
n02699494,n03045698,n02092339
n02256656,n03404251,n04259630
n03594734,n04141076,n06874185
n02777292,n03047690,n02100735
n03792972,n03347037,n03297495
n03794056,n04208210,n04487081
n04296562,n03970156,n02100877
n03891332,n03394916,n04467665
n02457408,n02113624,n02129165
n02002724,n01560419,n02106030
n03942813,n02130308,n02823750
n04192698,n03814906,n02229544
n03877472,n02113186,n03014705
n03404251,n01630670,n01797886
n02134418,n02483362,n07753275
n04332243,n02090379,n04239074
n09399592,n02123045,n02088466
n02109961,n03131574,n03761084
n03970156,n04162706,n03388549
n01704323,n04325704,n03720891
n01631663,n01930112,n03032252
n04330267,n04612504,n15075141
n03095699,n03047690,n02892201
n03884397,n03047690,n09428293
n02815834,n12620546,n09428293
n02917067,n07753592,n03042490
n02206856,n04141076,n02120079
n02317335,n02487347,n04008634
n03770679,n02127052,n01739381
n01883070,n03594734,n02229544
n02667093,n01530575,n02917067
n03874599,n03255030,n01558993
n02840245,n02319095,n01797886
n02484975,n02641379,n03075370
n02510455,n04548362,n03297495
n02403003,n02484975,n04069434
n03868242,n01860187,n03781244
n03649909,n04371430,n03838899
n02027492,n07730033,n04367480
n02105505,n01744401,n04590129
n03874293,n01693334,n04111531
n01820546,n07716906,n04009552
n03496892,n04254777,n03393912
n04523525,n03895866,n02105251
n03792972,n04317175,n04347754
n02509815,n03127747,n03657121
n02104365,n02487347,n03344393
n07697313,n12144580,n02129165
n02107142,n01443537,n02791270
n01950731,n02607072,n03838899
n03443371,n03459775,n02667093
n01795545,n03791053,n03133878
n03492542,n04200800,n02981792
n02776631,n04501370,n04258138
n04604644,n01820546,n04355933
n03930630,n03220513,n01820546
n07892512,n03494278,n03998194
n03759954,n01518878,n07802026
n04398044,n01873310,n04487081
n02106030,n02797295,n02119789
n09472597,n02066245,n01855672
n03617480,n01728920,n03887697
n04228054,n02536864,n07892512
n07584110,n03899768,n02129165
n02107908,n02088364,n04417672
n04259630,n04584207,n03089624
n03297495,n03929660,n12998815
n02108551,n04560804,n04111531
n01770393,n03127747,n04131690
n07753113,n02093754,n04118776
n02277742,n04133789,n02444819
n01924916,n02988304,n02119789
n02113799,n02483362,n03492542
n01945685,n02487347,n03063599
n03857828,n04133789,n01806143
n02112350,n04141076,n03761084
n03961711,n01729322,n03983396
n03447447,n03930630,n03903868
n04515003,n03201208,n04243546
n02892201,n03895866,n02280649
n03710721,n02108089,n02097474
n01622779,n01667114,n03877845
n02281787,n03124043,n02097474
n04037443,n01773549,n03249569
n02786058,n02860847,n02117135
n01828970,n02231487,n03950228
n02483362,n02089973,n02795169
n02834397,n01677366,n02701002
n03692522,n03599486,n03661043
n02979186,n01737021,n02190166
n03956157,n04590129,n02094433
n02124075,n03325584,n03126707
n02107908,n02107312,n01968897
n01753488,n01491361,n07714571
n02655020,n02088632,n03877845
n02950826,n07760859,n04118776
n01695060,n04229816,n04069434
n03388183,n03476684,n02489166
n02256656,n02487347,n06785654
n02859443,n01622779,n02088466
n03110669,n04522168,n03670208
n04344873,n03891251,n03457902
n03085013,n04285008,n02097209
n04136333,n07831146,n03832673
n02077923,n04325704,n03938244
n03372029,n04536866,n01968897
n03888605,n04370456,n02606052
n02105056,n02112350,n02100236
n02085620,n01944390,n02391049
n04239074,n02091032,n02120079
n02112018,n03535780,n02814533
n04376876,n01695060,n02951585
n02486410,n02804610,n03461385
n01986214,n01910747,n07802026
n02110185,n02536864,n07753275
n03759954,n02037110,n01614925
n03944341,n03710637,n02106030
n02795169,n07248320,n02086240
n09256479,n03770439,n04604644
n02165105,n07742313,n03877845
n02643566,n02236044,n02097474
n04584207,n01644373,n06794110
n15075141,n03476991,n03297495
n02783161,n02111129,n02094433
n12985857,n03127747,n04486054
n04355338,n01677366,n01968897
n02098105,n04136333,n03832673
n02325366,n01496331,n04111531
n02492035,n09472597,n01518878
n04127249,n03047690,n02097047
n02174001,n02229544,n03938244
n02909870,n04149813,n02137549
n03404251,n04376876,n02168699
n01770393,n01728920,n04131690
n02097047,n03529860,n03947888
n02917067,n02823428,n03481172
n04254777,n03627232,n03706229
n01641577,n07920052,n01558993
n02002724,n03710721,n02814533
n02137549,n01592084,n02119022
n02361337,n04265275,n01774384
n02804414,n04120489,n02443114
n02056570,n02169497,n04554684
n02276258,n07718747,n12144580
n04482393,n03529860,n06874185
n02129165,n02787622,n04118776
n04599235,n02948072,n04070727
n03393912,n04325704,n02730930
n01774384,n03868863,n04179913
n03761084,n03447447,n03657121
n04542943,n03376595,n01537544
n03787032,n02056570,n03216828
n03832673,n03854065,n04008634
n07716906,n02102177,n02119789
n07714571,n01728572,n02484975
n02033041,n03743016,n03259280
n03372029,n03124170,n03733805
n02127052,n12768682,n04141327
n03347037,n04251144,n04479046
n01514668,n03459775,n03207941
n02871525,n03627232,n04118538
n07753592,n03874599,n03529860
n02814860,n03187595,n02101006
n02666196,n04149813,n01744401
n03710637,n02487347,n02091635
n02100583,n02837789,n04081281
n04560804,n03379051,n02963159
n02093647,n04070727,n02096294
n02443114,n02105641,n04111531
n02012849,n02108551,n03697007
n04311004,n03854065,n04033901
n04596742,n02102177,n02012849
n04033995,n01531178,n02089078
n02666196,n03240683,n07714571
n02120505,n02112137,n07248320
n03124170,n02111889,n02676566
n02480855,n03793489,n04041544
n02486261,n02325366,n01820546
n02870880,n04041544,n03782006
n04344873,n03255030,n04004767
n11939491,n01914609,n02268443
n03868863,n07753113,n02033041
n02102480,n02090379,n04127249
n03126707,n02281787,n04487394
n02099849,n02892767,n07753275
n01983481,n02966193,n04613696
n03895866,n02101388,n01770081
n02687172,n01737021,n02099849
n04067472,n01945685,n04069434
n04008634,n03063689,n03877845
n04467665,n03788195,n02107312
n01756291,n02102973,n07930864
n02074367,n03710637,n02883205
n02100236,n06359193,n02090622
n01914609,n04597913,n04243546
n02056570,n03724870,n03793489
n03773504,n04557648,n03180011
n07716906,n01739381,n07718747
n02443484,n07248320,n09332890
n06794110,n07716906,n03947888
n03376595,n12267677,n03991062
n02892767,n01751748,n04486054
n02097047,n02398521,n04423845
n03937543,n04461696,n03075370
n04462240,n01735189,n01828970
n02101006,n02487347,n02917067
n04523525,n02128385,n02091831
n03124043,n02892767,n04592741
n07695742,n02108915,n01694178
n03888605,n04462240,n03729826
n03776460,n03770679,n01820546
n03032252,n02669723,n04141076
n02091467,n03482405,n03729826
n01608432,n01688243,n01797886
n03532672,n07720875,n02102040
n03125729,n01855032,n03642806
n01534433,n02536864,n02927161
n07754684,n04399382,n02102318
n03314780,n02165456,n01797886
n03840681,n03492542,n03902125
n01910747,n02077923,n02132136
n04141327,n04273569,n02127052
n03877845,n04599235,n02894605
n15075141,n02894605,n04532670
n03841143,n02422699,n01797886
n04465501,n03982430,n01980166
n04330267,n02317335,n04037443
n04542943,n02797295,n02120079
n02966193,n03379051,n04355338
n03721384,n01796340,n03642806
n02110185,n07753592,n04486054
n03857828,n01734418,n03642806
n03710721,n01560419,n12144580
n03792782,n07742313,n02074367
n13040303,n01494475,n03877845
n02321529,n04120489,n02980441
n03982430,n02231487,n03720891
n04599235,n02504013,n02690373
n03630383,n07754684,n03661043
n02012849,n02087046,n02033041
n06596364,n01494475,n03673027
n07871810,n03874599,n03126707
n01592084,n01914609,n02074367
n02917067,n03857828,n02113186
n03924679,n02992529,n02326432
n04428191,n07932039,n02129165
n04229816,n02233338,n03720891
n02769748,n03633091,n02097474
n01824575,n02769748,n04209133
n02510455,n03888605,n01820546
n02814533,n03016953,n04069434
n01695060,n04371774,n04435653
n02492660,n02085782,n02825657
n02676566,n02950826,n04332243
n03498962,n01560419,n04532670
n02397096,n03793489,n04428191
n01514859,n02410509,n02105855
n01616318,n01669191,n03223299
n07565083,n01855032,n02097130
n03344393,n03485794,n03532672
n07693725,n02097658,n04033995
n02090379,n01496331,n03733805
n02441942,n03666591,n03445777
n02791124,n02488702,n04067472
n03026506,n04209133,n09332890
n03459775,n04579432,n02099601
n03967562,n03633091,n02951585
n03838899,n03627232,n03884397
n01806567,n02325366,n03250847
n03394916,n01739381,n03930313
n02641379,n01829413,n04266014
n03045698,n02487347,n03661043
n01641577,n03045698,n03929855
n02090721,n02007558,n03016953
n04435653,n07697537,n04456115
n02129604,n02093859,n03902125
n07768694,n02487347,n09428293
n03450230,n02782093,n03457902
n03485794,n03857828,n02112706
n02105162,n02028035,n03930313
n03617480,n03379051,n03887697
n01669191,n02536864,n03297495
n03666591,n07718472,n04141327
n07715103,n04204238,n03876231
n04136333,n03950228,n03791053
n03832673,n04380533,n03444034
n04259630,n02883205,n02708093
n01756291,n04254777,n03733805
n03661043,n02099712,n02823428
n02493793,n03110669,n03085013
n03347037,n03944341,n01531178
n06794110,n03584254,n01806143
n02457408,n02107142,n02090622
n03630383,n02101006,n04131690
n01910747,n04200800,n01843065
n04296562,n03970156,n04286575
n03877845,n01734418,n03042490
n02356798,n02403003,n04069434
n02454379,n04355933,n04209133
n02727426,n03444034,n02096437
n10565667,n04099969,n03782006
n02106166,n02119022,n06794110
n02111129,n01984695,n01601694
n04127249,n02168699,n09428293
n02793495,n03763968,n02106662
n03125729,n04254777,n04136333
n02094433,n03337140,n09288635
n02095314,n02488702,n03720891
n02098286,n02321529,n03891251
n02111889,n02669723,n01797886
n01592084,n02869837,n03345487
n02091635,n02747177,n02092002
n01796340,n02877765,n04523525
n01833805,n04146614,n07565083
n02690373,n02088238,n02229544
n03891332,n01629819,n02917067
n01531178,n03992509,n04487081
n04239074,n04005630,n02115641
n03124043,n01729977,n01797886
n03873416,n02422106,n02437312
n07873807,n04579145,n03110669
n04239074,n07584110,n03617480
n07711569,n03961711,n04033995
n03179701,n07745940,n03720891
n01622779,n01774750,n03133878
n03854065,n02264363,n01558993
n03786901,n01775062,n03950228
n04548362,n02488291,n04604644
n04367480,n02325366,n04326547
n01630670,n02454379,n02279972
n01685808,n01735189,n03776460
n03920288,n02769748,n04509417
n01751748,n01687978,n04141327
n02804414,n04208210,n03720891
n02090379,n02090721,n01797886
n03825788,n02422106,n02097474
n03297495,n07714990,n04417672
n02102973,n04372370,n02892201
n04525038,n01990800,n01558993
n01773549,n01664065,n01531178
n02105162,n01945685,n04033995
n03673027,n01687978,n04141327
n02971356,n04086273,n04136333
n03297495,n03777754,n02110806
n02120079,n02105162,n03933933
n02090379,n04540053,n02494079
