anchor_cat,positive_cat,negative_cat
n03692522,n04127249,n02814533
n02979186,n03676483,n01806143
n03956157,n07802026,n02892201
n02124075,n03325584,n04133789
n02107908,n04141076,n04435653
n01753488,n03710721,n04591713
n02655020,n03141823,n02105056
n02950826,n02389026,n03372029
n01695060,n03908618,n03216828
n03388183,n01943899,n01682714
n02256656,n04442312,n02114367
n02859443,n03788365,n01797886
n03110669,n04560804,n03637318
n04344873,n07875152,n04596742
n03085013,n09256479,n02112018
n04136333,n03467068,n03445777
n02077923,n04310018,n04417672
n03372029,n03920288,n01968897
n03888605,n02108915,n02808440
n02105056,n04264628,n02981792
n02085620,n04141975,n02100877
n04239074,n02965783,n02165105
n02112018,n01644900,n02268853
n04376876,n03843555,n03494278
n02486410,n04517823,n03958227
n01986214,n02643566,n01833805
n02110185,n07716906,n04606251
n03759954,n02667093,n02174001
n03944341,n02102177,n01558993
n02795169,n04483307,n04417672
n09256479,n02403003,n02033041
n02165105,n02951358,n02088094
n02643566,n03590841,n01614925
n04584207,n03124170,n03344393
n15075141,n02105412,n03627232
n02783161,n01784675,n02190166
n12985857,n02815834,n02172182
n04355338,n04019541,n02012849
n02098105,n02966193,n09468604
n02325366,n01677366,n03764736
n02492035,n01819313,n04204238
n04127249,n02094258,n01968897
n02174001,n02641379,n03492542
n02909870,n04086273,n03467068
n03404251,n02965783,n02018207
n01770393,n01914609,n02089973
n02097047,n02094433,n03207743
n02917067,n03417042,n02085620
n04254777,n09229709,n01682714
n01641577,n04286575,n04252225
n02002724,n03742115,n02106030
n02137549,n04350905,n03891251
n02361337,n01984695,n04476259
n02804414,n01728920,n01531178
n02056570,n02115913,n04456115
n02276258,n03938244,n02823750
n04482393,n03379051,n02085936
n02129165,n02092002,n04599235
n04599235,n02321529,n04118538
n03393912,n04589890,n04235860
n01774384,n01704323,n03980874
n03761084,n03337140,n02490219
n04542943,n03796401,n02444819
n03787032,n07711569,n03075370
n03832673,n02708093,n02747177
n07716906,n07717556,n02229544
n07714571,n02007558,n04560804
n02033041,n02672831,n02106662
n03372029,n03045698,n02494079
n02127052,n02441942,n03662601
n03347037,n04597913,n01694178
n01514668,n02488291,n01751748
n02871525,n04371774,n02099601
n07753592,n01729977,n02870880
n02814860,n13037406,n02494079
n02666196,n03240683,n04004767
n03710637,n02398521,n02326432
n02100583,n01742172,n04532670
n04560804,n09256479,n04239074
n02093647,n04392985,n02167151
n02443114,n02328150,n02676566
n02012849,n02112350,n02951585
n04311004,n07613480,n02708093
n04596742,n04229816,n04604644
n04033995,n04591713,n03485794
n02666196,n02009912,n09288635
n02120505,n01622779,n02105855
n03124170,n02123597,n04357314
n02480855,n02125311,n03942813
n02486261,n02110958,n04442312
n02870880,n02398521,n03944341
n04344873,n02110806,n01514668
n11939491,n07613480,n01768244
n03868863,n03544143,n02106550
n02102480,n02090379,n02481823
n03126707,n01984695,n01484850
n02099849,n03590841,n03457902
n01983481,n02233338,n02106030
n03895866,n02823428,n02870880
n02687172,n01740131,n02699494
n04067472,n01981276,n07684084
n04008634,n04560804,n03908714
n04467665,n03788195,n01629819
n01756291,n04462240,n03877845
n02074367,n12768682,n04532670
n02100236,n02110806,n09332890
n01914609,n03803284,n02963159
n02056570,n02497673,n02106550
n03773504,n07697537,n07718747
n07716906,n01693334,n02086240
n02443484,n03450230,n04081281
n06794110,n07716906,n03947888
n03376595,n03788365,n04548280
n02892767,n01983481,n02106030
n02097047,n02093859,n04204238
n03937543,n03876231,n03452741
n04462240,n03899768,n03877845
n02101006,n04376876,n03956157
n04523525,n02769748,n02444819
n03124043,n03770439,n03938244
n07695742,n13037406,n11879895
n03888605,n02445715,n02281406
n03776460,n07730033,n02111889
n03032252,n03770679,n02051845
n02091467,n02110185,n04548280
n01608432,n02504013,n07753275
n03532672,n02437312,n02123159
n03125729,n04501370,n02823428
n01534433,n03617480,n07720875
n07754684,n01806567,n15075141
n03314780,n12620546,n01797886
n03840681,n02105855,n04429376
n01910747,n02859443,n01768244
n04141327,n03388183,n02963159
n03877845,n04326547,n01744401
n15075141,n02894605,n04428191
n03841143,n02782093,n02492035
n04465501,n04579145,n02483362
n04330267,n02206856,n02795169
n04542943,n04086273,n02120079
n02966193,n01728920,n04049303
n03721384,n03633091,n03887697
n02110185,n07730033,n03733805
n03857828,n04228054,n02104365
n03710721,n03676483,n03706229
n03792782,n02834397,n04330267
n13040303,n02804414,n02326432
n02321529,n03372029,n03877472
n03982430,n04273569,n03877845
n04599235,n03146219,n01843065
n03630383,n02105641,n04326547
n02012849,n01784675,n03721384
n06596364,n03785016,n03759954
n07871810,n12057211,n02099267
n01592084,n02690373,n07753113
n02917067,n04296562,n15075141
n03924679,n03874599,n02326432
n04428191,n03220513,n01688243
n04229816,n01491361,n02094258
n02769748,n07697537,n02096585
n01824575,n02398521,n02086240
n02510455,n01807496,n03938244
n02814533,n01692333,n04069434
n01695060,n02090379,n02086240
n02492660,n04599235,n01694178
n02676566,n02692877,n04311174
n03498962,n02687172,n03776460
n02397096,n03792782,n02107574
n01514859,n13133613,n02113712
n01616318,n01744401,n01955084
n07565083,n01872401,n02098105
n03344393,n03697007,n02490219
n07693725,n03908618,n03297495
n02090379,n01695060,n09332890
n02441942,n02112706,n01734418
n02791124,n03929660,n02480855
n03026506,n02965783,n04258138
n03459775,n02793495,n04127249
n03967562,n01631663,n03935335
n03838899,n02277742,n04542943
n01806567,n04200800,n01537544
n03394916,n02364673,n04435653
n02641379,n04376876,n03344393
n03045698,n02090379,n01797886
n01641577,n02606052,n03133878
n02090721,n04162706,n04435653
n04435653,n07613480,n02112350
n02129604,n12768682,n03250847
n07768694,n03841143,n02088094
n03450230,n02091244,n02105056
n03485794,n02834397,n02799071
n02105162,n07860988,n02870880
n03617480,n02606052,n03127925
n01669191,n03724870,n09428293
n03666591,n02398521,n03916031
n07715103,n07714990,n02129165
n04136333,n03803284,n02095314
n03832673,n03854065,n02326432
n04259630,n03529860,n02027492
n01756291,n02105162,n04505470
n03661043,n03272562,n13054560
n02493793,n02510455,n07714571
n03347037,n04162706,n07248320
n06794110,n04275548,n12985857
n02457408,n02892201,n04311004
n03630383,n03045698,n04252225
n01910747,n07768694,n01820546
n04296562,n07717556,n02268853
n03877845,n03272562,n04579432
n02356798,n02437616,n03877845
n02454379,n01986214,n01582220
n02727426,n03743016,n03733805
n10565667,n02769748,n02666196
n02106166,n01608432,n02980441
n02111129,n10148035,n04483307
n04127249,n01770393,n03982430
n02793495,n03459775,n02492035
n03125729,n04399382,n04127249
n02094433,n02346627,n04090263
n02095314,n03710637,n03793489
n02098286,n03623198,n04335435
n02111889,n02483362,n03297495
n01592084,n02869837,n03661043
n02091635,n02747177,n07714990
n01796340,n04311004,n02110185
n01833805,n02093256,n02690373
n02690373,n02895154,n03482405
n03891332,n04201297,n04037443
n01531178,n03775071,n02108551
n04239074,n03633091,n02097474
n03124043,n04125021,n09428293
n03873416,n04522168,n03814906
n07873807,n04179913,n02099601
n04239074,n03018349,n02027492
n07711569,n03272562,n02229544
n03179701,n02640242,n02002724
n01622779,n02226429,n02606052
n03854065,n04328186,n02018207
n03786901,n02264363,n04487081
n04548362,n07693725,n01580077
n04367480,n03841143,n02999410
n01630670,n01877812,n02814533
n01685808,n01729977,n02056570
n03920288,n03196217,n02480855
n01751748,n01981276,n02124075
n02804414,n04208210,n03661043
n02090379,n03131574,n02444819
n03825788,n04254777,n02264363
n03297495,n01776313,n02086240
n02102973,n03676483,n04548280
n04525038,n04133789,n01776313
n01773549,n02483362,n02107683
n02105162,n02104029,n02089867
n03673027,n03788195,n02100735
n02971356,n02776631,n02319095
n03297495,n02814533,n07930864
n02120079,n01664065,n01817953
n02090379,n04501370,n03814639
n04604644,n02988304,n03838899
n04067472,n03633091,n03770679
n03459775,n03721384,n03814639
n03803284,n03110669,n04033901
n01806567,n02106550,n01537544
n01632777,n02090379,n02113186
n02051845,n04065272,n02087394
n04392985,n04606251,n03110669
n02412080,n02398521,n07754684
n04317175,n02835271,n01984695
n01532829,n01980166,n04604644
n02979186,n03676483,n02326432
n03777754,n03179701,n03527444
n03958227,n01498041,n04118776
n02111500,n01910747,n04557648
n02102480,n04350905,n04141327
n02786058,n01518878,n02113712
n04111531,n03930630,n02667093
n01728572,n01496331,n01768244
n02497673,n03045698,n03110669
n09229709,n07753113,n03814639
n03394916,n03980874,n04033995
n02087394,n04596742,n02012849
n03721384,n02526121,n02892201
n02999410,n01737021,n03110669
n02963159,n02607072,n02444819
n02108000,n02105855,n07734744
n07880968,n01644900,n02397096
n03670208,n02096294,n02096177
n02100877,n02085782,n04592741
n04356056,n01806567,n01558993
n02676566,n02480855,n07720875
n07714571,n07802026,n02114855
n03125729,n04458633,n07718472
n02965783,n03026506,n02119022
n07565083,n03259280,n02169497
n02749479,n01631663,n04277352
n02071294,n03045698,n02113186
n01755581,n01742172,n03933933
n07932039,n03259280,n02106030
n01558993,n01693334,n03599486
n03447721,n01665541,n02099601
n03127747,n04039381,n02091635
n03201208,n02129604,n02138441
n04026417,n03868863,n04487081
n02087394,n02510455,n04069434
n02769748,n03666591,n02086240
n02106662,n02102973,n02825657
n02219486,n01950731,n03887697
n02814860,n04346328,n04136333
n02457408,n03942813,n02823750
n02699494,n04548362,n02841315
n02100735,n01685808,n02807133
n03733131,n07697537,n04357314
n02699494,n04389033,n03776460
n04550184,n02782093,n04482393
n02110806,n02641379,n04418357
n04596742,n03337140,n02790996
n01698640,n02177972,n02672831
n02123394,n04317175,n04033901
n02093754,n02134084,n03877845
n03344393,n02319095,n02086240
n02747177,n01687978,n01755581
n02108422,n02971356,n09835506
n02808440,n04553703,n04476259
n03857828,n04133789,n02097209
n03920288,n04149813,n02389026
n07584110,n03404251,n02091244
n02086910,n01910747,n03085013
n03197337,n07873807,n03485794
n04209239,n02321529,n02100236
n04270147,n03970156,n01514668
n02134418,n04392985,n02963159
n04039381,n03710637,n01820546
n09428293,n03457902,n01753488
n04560804,n04507155,n04033995
n01824575,n02442845,n03642806
n02094114,n07892512,n04562935
n01798484,n03325584,n02268443
n01622779,n03724870,n02259212
n04428191,n04152593,n02106662
n12998815,n02268443,n04509417
n02113023,n02883205,n03929660
n01914609,n03042490,n02120505
n04392985,n04606251,n03444034
n01770393,n04125021,n04355338
n02704792,n01695060,n03950228
n04487394,n06359193,n03662601
n02483362,n02457408,n07760859
n02787622,n01677366,n03998194
n03372029,n01631663,n04429376
n04116512,n01530575,n01883070
n02410509,n07714990,n01558993
n02114712,n07768694,n01944390
n03825788,n02504013,n04069434
n03630383,n02843684,n01847000
n03529860,n01910747,n02002556
n04344873,n04131690,n02120505
n03133878,n03980874,n02268853
n04285008,n01985128,n02089078
n09421951,n03485794,n02483708
n01980166,n01644373,n04366367
n03535780,n02869837,n03983396
n02346627,n02325366,n04357314
n03062245,n01614925,n02094433
n04069434,n02167151,n01514668
n03544143,n03874599,n02444819
n03599486,n03042490,n01641577
n02493793,n04493381,n09288635
n02704792,n03290653,n15075141
n02488291,n12768682,n02672831
n03837869,n02966193,n02096585
n02125311,n02089973,n04118776
n07614500,n02006656,n03527444
n03837869,n04141076,n04487081
n02640242,n01695060,n02870880
n04479046,n02437616,n02098105
n03337140,n02951358,n04347754
n04044716,n02091134,n02091831
n01847000,n01914609,n04204238
n02233338,n02607072,n02484975
n02328150,n03045698,n01729322
n02895154,n02111129,n04591713
n04147183,n13037406,n04591157
n03255030,n04070727,n02110806
n04479046,n01698640,n03924679
n03494278,n03773504,n03995372
n03637318,n03000247,n02727426
n02687172,n02834397,n03662601
n02841315,n01930112,n02859443
n04336792,n04447861,n02120505
n01644373,n02804610,n03223299
n04465501,n03379051,n03661043
n02708093,n03983396,n02090622
n04116512,n07693725,n02100877
n02879718,n04149813,n02999410
n03792972,n01742172,n01622779
n02102177,n07716906,n02396427
n03706229,n03372029,n02229544
n01883070,n02088466,n04286575
n04560804,n13054560,n01608432
n02951585,n03680355,n04273569
n04612504,n02481823,n04277352
n01774384,n02445715,n15075141
n02092339,n02111277,n04204238
n04131690,n02808304,n02999410
n02112018,n04485082,n02276258
n03709823,n04560804,n02012849
n02489166,n02484975,n02117135
n02128925,n02098413,n02999410
n03920288,n02607072,n02672831
n02395406,n04229816,n03032252
n01685808,n03208938,n02412080
n03803284,n03179701,n02870880
n07584110,n04517823,n01847000
n03594945,n02526121,n01484850
n01682714,n03908714,n02443114
n04277352,n02099601,n03538406
n01770393,n01824575,n02120505
n02017213,n02328150,n02389026
n04579432,n02417914,n02817516
n04532670,n04238763,n01440764
n02483362,n02017213,n04515003
n04429376,n07613480,n02391049
n03127747,n07742313,n03452741
n02977058,n02280649,n02168699
n02099601,n02111129,n03494278
n03658185,n04447861,n01770081
n04005630,n04044716,n01855672
n03529860,n04536866,n03661043
n04552348,n01631663,n02457408
n04254777,n09229709,n04252225
n04332243,n04461696,n03207941
n01882714,n02641379,n01558993
n07754684,n03337140,n15075141
n03259280,n01945685,n15075141
n02692877,n03314780,n02167151
n03729826,n03773504,n01665541
n04482393,n07718472,n02444819
n02526121,n03935335,n04487081
n04310018,n03633091,n02167151
n04275548,n03788365,n02107574
n02443484,n04356056,n04347754
n02963159,n01580077,n02110806
n03538406,n01729977,n04041544
n02802426,n02415577,n04476259
n01729322,n01983481,n07873807
n03787032,n07711569,n02980441
n02113624,n01806567,n02012849
n04259630,n02091244,n04442312
n06785654,n04372370,n01943899
n01631663,n02951358,n02825657
n03857828,n04228054,n02100236
n03208938,n03935335,n04548280
n04418357,n01990800,n04118538
n03706229,n03476991,n01440764
n02115641,n09472597,n02013706
n01917289,n04409515,n01558993
n02100583,n04251144,n03492542
n02012849,n02483708,n01443537
n04557648,n03047690,n03967562
n04136333,n02127052,n02096437
n04584207,n02091032,n02091635
n01817953,n02096051,n02134084
n01675722,n01739381,n03729826
n01910747,n02607072,n03814639
n02113023,n03538406,n13133613
n02129604,n04371774,n02033041
n12057211,n01697457,n02106030
n03781244,n03891251,n01843383
n04086273,n01784675,n03769881
n04590129,n04005630,n02120505
n02483362,n02364673,n02172182
n03804744,n01689811,n02110958
n02119789,n04458633,n04560804
n03584254,n01688243,n02093428
n01910747,n03788365,n09332890
n07614500,n01695060,n03062245
n04086273,n12985857,n02129165
n04371430,n03980874,n03983396
n01943899,n03992509,n02977058
n01773157,n09256479,n13133613
n03887697,n12267677,n02105162
n03843555,n01784675,n02666196
n02236044,n04399382,n03223299
n04591157,n02102973,n04147183
n02085936,n03124170,n01855672
n07892512,n02939185,n03670208
n01847000,n02641379,n04591713
n03950228,n03814906,n02321529
n02094433,n02124075,n01755581
n02906734,n02025239,n02444819
n03388043,n04162706,n03637318
n02168699,n13044778,n01694178
n03075370,n02749479,n01795545
n02783161,n02113186,n02268853
n01978455,n01693334,n03733805
n03388549,n02190166,n02281406
n06359193,n03384352,n03223299
n02115913,n02137549,n01843065
n03967562,n03710721,n03887697
n03584829,n04399382,n03444034
n02445715,n02403003,n03877845
n02114712,n02086079,n04277352
n07734744,n02219486,n03769881
n07615774,n04493381,n01770081
n01601694,n02112350,n03717622
n03761084,n04326547,n02490219
n02091134,n13037406,n03207941
n03388549,n04111531,n01530575
n02093428,n01443537,n04389033
n02115641,n03837869,n01847000
n07584110,n01737021,n01860187
n02088632,n02113624,n03947888
n04179913,n03594734,n02013706
n02009912,n03388043,n02056570
n07697313,n02795169,n02988304
n03100240,n03026506,n02777292
n04023962,n03124043,n02165456
n04613696,n04265275,n02113624
n03457902,n03201208,n02090622
n02107312,n02669723,n02107574
n04111531,n07714571,n02086240
n03134739,n02777292,n03347037
n02105641,n12998815,n04553703
n04542943,n04418357,n02099429
n01950731,n01629819,n04486054
n02342885,n02092002,n02174001
n02397096,n15075141,n04485082
n04275548,n03100240,n02094114
n02437616,n01819313,n04435653
n02137549,n04200800,n04209239
n13044778,n03888605,n02056570
n04347754,n03444034,n15075141
n02091032,n02113624,n04090263
n02480855,n02105505,n02906734
n04493381,n02892767,n02132136
n02364673,n01644900,n02979186
n04347754,n03272562,n02174001
n01910747,n04536866,n15075141
n02793495,n04458633,n02492035
n03417042,n02980441,n01675722
n02794156,n12267677,n02113978
n02977058,n02280649,n03482405
n02027492,n01675722,n03527444
n02422699,n01667778,n04417672
n04069434,n02980441,n02510455
n01796340,n02497673,n04049303
n02231487,n03992509,n02033041
n01558993,n02747177,n07860988
n02111889,n03045698,n04591157
n01669191,n03876231,n01558993
n02088466,n04254680,n04429376
n07873807,n03452741,n04548280
n02009229,n03814906,n02840245
n04486054,n03197337,n01883070
n02437616,n02356798,n03938244
n04591157,n13052670,n04147183
n03018349,n03733131,n02133161
n02113978,n02110627,n02017213
n02690373,n06785654,n01677366
n01739381,n02077923,n02870880
n01798484,n12267677,n04347754
n03259280,n01984695,n02114367
n07695742,n13037406,n03776460
n03290653,n01695060,n04067472
n02641379,n02231487,n03902125
n02790996,n03314780,n02113624
n02085782,n04522168,n03527444
n03527444,n02834397,n02437616
n02092002,n03197337,n03447447
n01873310,n04370456,n04239074
n04153751,n04127249,n02229544
n01729977,n04501370,n03527444
n07860988,n07716358,n02102040
n03777568,n03594945,n03877845
n04228054,n02815834,n03887697
n02869837,n02536864,n09428293
n04485082,n04067472,n04335435
n03763968,n01744401,n04033901
n02104029,n02101388,n01978455
n01872401,n01665541,n04141327
n02950826,n03017168,n03372029
n06359193,n03255030,n01698640
n02950826,n03930630,n04127249
n02093256,n03126707,n01629819
n02091635,n03255030,n03598930
n02056570,n02113624,n01734418
n03791053,n04371430,n02229544
n04254777,n02510455,n04147183
n02086240,n02106550,n04347754
n03495258,n02607072,n04049303
n12620546,n04149813,n02110806
n03207743,n03376595,n02264363
n03947888,n02111129,n02190166
n01829413,n02101388,n04005630
n03291819,n02096051,n02117135
n03496892,n03899768,n04442312
n02110185,n02536864,n03662601
n04120489,n03670208,n02096585
n03706229,n03372029,n01531178
n02422106,n02134084,n01616318
n02397096,n02009912,n04153751
n02788148,n02484975,n01582220
n02108551,n02134084,n01675722
n01582220,n01768244,n02093991
n04136333,n07615774,n07720875
n01775062,n03814639,n07714990
n03271574,n02093647,n01943899
n03461385,n03743016,n04599235
n01944390,n01514859,n02917067
n07749582,n01491361,n03207941
n02105056,n03942813,n01532829
n03459775,n04099969,n04049303
n01641577,n04286575,n09332890
n01677366,n02417914,n15075141
n02992529,n07742313,n04154565
n04238763,n02504013,n02124075
n03042490,n02500267,n02097047
n04192698,n01644373,n04552348
n03337140,n03761084,n02109961
n04592741,n02794156,n01537544
n12057211,n03692522,n02115913
n01773157,n03814906,n03065424
n09229709,n03633091,n04486054
n02749479,n01631663,n02091635
n02091635,n01677366,n03617480
n03187595,n02814860,n02091635
n03602883,n03998194,n01558993
n03417042,n04258138,n01833805
n03498962,n07716906,n01776313
n02138441,n01944390,n01855672
n02795169,n07715103,n02444819
n02013706,n07717410,n07831146
n02106382,n02906734,n03998194
n03483316,n04273569,n02870880
n03196217,n01496331,n02100877
n07565083,n01872401,n03297495
n07684084,n13133613,n03729826
n04204347,n01665541,n02095889
n03662601,n04366367,n01843065
n03595614,n01687978,n02494079
n01592084,n07754684,n03482405
n03720891,n03837869,n04033995
n09421951,n04192698,n02096585
n01833805,n02101388,n03777754
n02077923,n01944390,n04243546
n04380533,n02090379,n02096294
n03958227,n04275548,n02106030
n01530575,n02326432,n06596364
n04483307,n04099969,n02106030
n04355338,n03595614,n02486261
n02342885,n07742313,n01796340
n02510455,n04356056,n13133613
n03791053,n04462240,n01728572
n01580077,n03259280,n04604644
n04162706,n02892767,n01729322
n04328186,n04336792,n02447366
n02408429,n03903868,n02099429
n04479046,n01739381,n03014705
n02107574,n02123045,n03804744
n02095570,n03379051,n04023962
n02105505,n03485794,n03733805
n02281787,n04501370,n02089867
n04037443,n04152593,n02814533
n03127747,n01984695,n03877845
n09472597,n03769881,n02092339
n04285008,n02112137,n02114712
n02701002,n02102973,n02229544
n02699494,n03249569,n02114367
n02859443,n04462240,n02097047
n02102177,n02892767,n02105162
n04591157,n06785654,n02113978
n02098413,n02128925,n07720875
n02097047,n03529860,n04204347
n03977966,n01914609,n03527444
n04111531,n13037406,n01641577
n02098413,n02113799,n03457902
n12768682,n07693725,n02086240
n07248320,n03272562,n03733281
n03657121,n01753488,n02033041
n02493509,n02111277,n01749939
n03956157,n02950826,n02346627
n02493793,n02504013,n04597913
n02101006,n11939491,n04346328
n02077923,n03016953,n02747177
n03623198,n07590611,n02027492
n01729322,n03124170,n03347037
n02108915,n02782093,n02814533
n02108000,n04099969,n04476259
n02906734,n13054560,n02112706
n02783161,n03602883,n04552348
n02988304,n04376876,n04562935
n07875152,n03095699,n02092339
n04149813,n02895154,n02091635
n01695060,n07584110,n03942813
n04389033,n09468604,n01558993
n03838899,n02834397,n04417672
n03825788,n07584110,n02917067
n02137549,n02091032,n02397096
n01644373,n02804610,n01776313
n04347754,n02264363,n02113978
n03124170,n02102177,n03014705
n01978287,n02108551,n02111277
n01807496,n03724870,n04239074
n07248320,n02443484,n04417672
n03775071,n01534433,n02793495
n02097474,n02138441,n03126707
n02097474,n02138441,n02988304
n03710637,n01945685,n04311004
n01693334,n04254680,n03733805
n02113624,n01806567,n04505470
n02098286,n03160309,n03527444
n02104029,n03633091,n07714571
n02112706,n02219486,n04286575
n02930766,n02895154,n02088466
n04065272,n03920288,n07716906
n12985857,n04254777,n02100583
n07613480,n02006656,n04532670
n02105505,n03590841,n03297495
n02091467,n02843684,n04523525
n03345487,n03481172,n02788148
n01944390,n04254777,n02100877
n03967562,n03146219,n02093647
n01774384,n02259212,n02090622
n02085936,n03325584,n04204238
n04525038,n04229816,n02086240
n02113712,n02510455,n07892512
n03775071,n01729977,n04458633
n02085936,n02085620,n07720875
n04254120,n01729322,n02018207
n02699494,n02264363,n02966687
n04049303,n03770439,n02091831
n02834397,n04367480,n01797886
n02443484,n02113624,n02101556
n02110063,n02099849,n02110806
n04542943,n02102177,n03662601
n04380533,n04501370,n04131690
n03482405,n02110185,n02100583
n03658185,n03837869,n04335435
n02102480,n02018207,n03661043
n01616318,n01694178,n04311004
n01882714,n03691459,n02165456
n03014705,n02206856,n01986214
n04336792,n02510455,n02096437
n03584829,n04532106,n01484850
n04147183,n03032252,n02791124
n11879895,n07718472,n03710193
n03532672,n07860988,n02089867
n02607072,n01697457,n01537544
n01943899,n01735189,n02099712
n03223299,n01955084,n01534433
n02116738,n03187595,n03733805
n02783161,n02112350,n02190166
n04265275,n13044778,n01820546
n02114367,n02096585,n02950826
n01882714,n01829413,n02088466
n02095889,n07717556,n12985857
n03584254,n12267677,n02165105
n01629819,n01950731,n01518878
n07871810,n03042490,n01616318
n01693334,n01744401,n02093256
n04486054,n03594945,n04330267
n02006656,n04346328,n03063599
n01770081,n03461385,n02870880
n02095570,n03467068,n03692522
n02493509,n02025239,n02174001
n03777754,n03197337,n03903868
n04311004,n03544143,n02114855
n02086240,n04554684,n03000134
n01819313,n04254120,n04270147
n03933933,n03874293,n02494079
n03935335,n02018795,n02027492
n01601694,n02787622,n02256656
n01882714,n04548362,n04532670
n02088466,n02137549,n03095699
n02097209,n02480855,n02091467
n02870880,n04589890,n03976467
n02823750,n03793489,n03388549
n02088094,n04525038,n01685808
n01824575,n02607072,n03661043
n02412080,n02268443,n02483362
n03450230,n04456115,n01514668
n04033901,n03388549,n02101388
n04153751,n03216828,n02087394
n04311004,n07760859,n04548280
n03838899,n12768682,n02105251
n03770679,n02105641,n02108551
n02107574,n09229709,n02676566
n01774750,n02097209,n03425413
n04532670,n04330267,n04429376
n02051845,n07932039,n03857828
n03134739,n07693725,n03970156
n09288635,n01990800,n03534580
n03498962,n03485794,n04270147
n02981792,n04507155,n02013706
n03197337,n03476684,n02391049
n02443484,n02509815,n02092339
n03347037,n04597913,n03388549
n02107142,n04554684,n03903868
n03649909,n04409515,n03424325
n03425413,n02834397,n01806143
n02112137,n01632777,n02091635
n03100240,n03026506,n02088466
n01644373,n02860847,n03445777
n01739381,n03196217,n02104365
n02841315,n03394916,n01632458
n02089973,n02927161,n02011460
n01978287,n03047690,n03452741
n03032252,n07583066,n02219486
n09288635,n03404251,n02091635
n04201297,n04328186,n02165456
n01773157,n02328150,n03642806
n04465501,n03710721,n01980166
n04612504,n03742115,n03642806
n02110806,n02403003,n04204238
n07873807,n04517823,n03782006
n01950731,n03884397,n09428293
n03710193,n07720875,n07930864
n04483307,n02877765,n02094114
n02028035,n02110806,n02795169
n02111129,n03947888,n02980441
n02840245,n02363005,n04235860
n02167151,n03729826,n02096437
n04350905,n02109047,n03733805
n02877765,n07768694,n03347037
n02319095,n01518878,n02504013
n07734744,n04417672,n02666196
n02012849,n03803284,n03109150
n03706229,n03216828,n07720875
n02692877,n02788148,n04069434
n03770679,n03100240,n02096437
n01981276,n01491361,n07714571
n02018207,n02102973,n04486054
n03692522,n02085782,n01558993
n04004767,n01632777,n02127052
n04070727,n02009912,n03444034
n07753275,n02948072,n01498041
n01498041,n02120079,n04613696
n03899768,n02093754,n13133613
n07930864,n02123159,n02092002
n07745940,n10565667,n02895154
n07613480,n07697537,n02098413
n02108915,n03134739,n02326432
n03838899,n02484975,n04069434
n03777568,n02074367,n02342885
n04263257,n01910747,n02692877
n02395406,n02111500,n07930864
n02391049,n02317335,n07753275
n04442312,n03095699,n02104029
n03110669,n02643566,n03297495
n07720875,n01980166,n02120079
n06359193,n03384352,n02865351
n03791053,n01855032,n04591713
n02002724,n01775062,n01443537
n02791270,n01729977,n01631663
n03461385,n03937543,n09835506
n04465501,n03379051,n13037406
n03877472,n03459775,n02917067
n04111531,n04131690,n03657121
n01776313,n03891332,n02099712
n03710193,n07248320,n03127925
n03903868,n03710193,n02883205
n04525038,n01496331,n02486261
n03794056,n03482405,n01531178
n11939491,n04597913,n03769881
n03770439,n04447861,n02655020
n04483307,n12768682,n02114855
n02190166,n03803284,n04090263
n02865351,n03404251,n03661043
n01833805,n02101388,n04263257
n02280649,n03218198,n04486054
n01817953,n02095889,n02012849
n02107142,n03125729,n03347037
n02096437,n02497673,n03673027
n04118776,n04579145,n03388183
n01829413,n04141076,n04562935
n03935335,n12985857,n04239074
n01514859,n03595614,n02110806
n02095570,n01818515,n03706229
n03032252,n03240683,n03662601
n02134418,n02396427,n04118538
n07565083,n04501370,n02113799
n01843065,n06596364,n03776460
n02669723,n07693725,n02089078
n02667093,n03958227,n04596742
n02786058,n02129604,n02033041
n04542943,n03476684,n04118776
n03843555,n02006656,n02666196
n03933933,n03837869,n02443114
n01978455,n01644373,n02093256
n02259212,n04208210,n04417672
n07711569,n01498041,n07734744
n03814906,n07768694,n04037443
n01860187,n02167151,n04604644
n03291819,n03041632,n04435653
n04149813,n03781244,n02119022
n01773549,n02776631,n04141327
n02108551,n02096294,n04548280
n02051845,n03042490,n03794056
n02120079,n02093428,n03355925
n03733131,n02099849,n01968897
n01530575,n02326432,n04069434
n03673027,n01990800,n04456115
n15075141,n02894605,n01943899
n01737021,n01688243,n12144580
n02992529,n03400231,n04154565
n02443114,n02110341,n01682714
n02106030,n04229816,n03662601
n02018795,n02085620,n01981276
n03344393,n04118538,n02108551
n02108915,n02445715,n04487081
n02422106,n02669723,n02190166
n02814533,n03016953,n02091831
n04366367,n03291819,n04476259
n03854065,n02699494,n02119789
n04041544,n03492542,n02100735
n01980166,n01644373,n02391049
n02783161,n04065272,n02088632
n02843684,n01985128,n15075141
n03803284,n02097658,n03662601
n04560804,n13054560,n02093256
n03773504,n02091032,n01768244
n02111277,n03724870,n03877845
n02808304,n03599486,n04033995
n02123045,n07932039,n03127925
n04517823,n02486410,n02280649
n02009912,n01697457,n02002556
n02823750,n04149813,n02002556
n02672831,n01944390,n01773797
n01704323,n04067472,n03109150
n02093256,n02101388,n02486261
n07802026,n02966193,n02514041
n03478589,n03983396,n03775546
