anchor_cat,positive_cat,negative_cat
n02412080,n03666591,n01484850
n03450230,n02442845,n02094258
n04033901,n02841315,n02823750
n04153751,n02666196,n02690373
n04311004,n03961711,n01968897
n03838899,n03445924,n04004767
n03770679,n01685808,n03450230
n02107574,n13054560,n02056570
n01774750,n02125311,n04423845
n04532670,n03208938,n03670208
n02051845,n04428191,n01855672
n03134739,n01855032,n07579787
n09288635,n02823428,n02096437
n03498962,n02120505,n04380533
n02981792,n02279972,n01818515
n03197337,n02086646,n03733281
n02443484,n07760859,n02009912
n03347037,n01774384,n01796340
n02107142,n03782006,n02119789
n03649909,n04462240,n01675722
n03425413,n02099849,n02268443
n02112137,n04486054,n02114367
n03100240,n03804744,n02326432
n01644373,n04589890,n01828970
n01739381,n01665541,n03776460
n02841315,n02395406,n04040759
n02089973,n04254777,n02100735
n01978287,n02104365,n02667093
n03032252,n01985128,n03983396
n09288635,n01990800,n02091635
n04201297,n02112350,n02840245
n01773157,n02672831,n03877845
n04465501,n03529860,n07753113
n04612504,n01644900,n03877472
n02110806,n03841143,n03297495
n07873807,n02865351,n04429376
n01950731,n09256479,n07930864
n03710193,n02113624,n03109150
n04483307,n04146614,n01843383
n02028035,n03637318,n02087046
n02111129,n01990800,n03337140
n02840245,n07875152,n04356056
n02167151,n02206856,n02606052
n04350905,n01494475,n04604644
n02877765,n03095699,n04049303
n02319095,n02398521,n02058221
n07734744,n03691459,n02480855
n02012849,n03443371,n03873416
n03706229,n02169497,n04008634
n02692877,n01582220,n02280649
n03770679,n01698640,n04033995
n01981276,n03146219,n03933933
n02018207,n01847000,n04409515
n03692522,n04554684,n09428293
n04004767,n01744401,n03690938
n04070727,n02091831,n01682714
n07753275,n03220513,n04153751
n01498041,n03814639,n04239074
n03899768,n02930766,n02396427
n07930864,n03792782,n04485082
n07745940,n04350905,n02099712
n07613480,n04461696,n02123394
n02108915,n01855032,n07717410
n03838899,n03627232,n02169497
n03777568,n02484975,n02814860
n04263257,n03992509,n03041632
n02395406,n02231487,n07930864
n02391049,n04523525,n02484975
n04442312,n06596364,n03188531
n03110669,n02906734,n02099601
n07720875,n03710721,n02917067
n06359193,n01735189,n04008634
n03791053,n02091032,n02105251
n02002724,n01985128,n06794110
n02791270,n03929855,n03457902
n03461385,n06596364,n04179913
n04465501,n03388043,n02095889
n03877472,n02389026,n02804414
n04111531,n04310018,n04554684
n01776313,n04517823,n02825657
n03710193,n03742115,n03529860
n03903868,n04442312,n02447366
n04525038,n03857828,n01828970
n03794056,n03394916,n02443114
n11939491,n04065272,n01820546
n03770439,n04328186,n04146614
n04483307,n03443371,n04604644
n02190166,n02841315,n02119789
n02865351,n03868863,n02687172
n01833805,n02100236,n02980441
n02280649,n02108551,n04591713
n01817953,n07734744,n03947888
n02107142,n02111889,n02114367
n02096437,n03661043,n02823428
n04118776,n02091032,n03866082
n01829413,n02089867,n03424325
n03935335,n03942813,n03980874
n01514859,n03710637,n02100735
n02095570,n02114367,n02114548
n03032252,n02808440,n03594945
n02134418,n06596364,n03930313
n07565083,n02894605,n02096585
n01843065,n02106662,n04258138
n02669723,n02096051,n02692877
n02667093,n02397096,n03930313
n02786058,n02483362,n04429376
n04542943,n02927161,n02840245
n03843555,n02325366,n03832673
n03933933,n01943899,n04370456
n01978455,n01914609,n03642806
n02259212,n01740131,n02480855
n07711569,n03417042,n02100877
n03814906,n02325366,n04141327
n01860187,n04285008,n03657121
n03291819,n02398521,n01806143
n04149813,n03874293,n06794110
n01773549,n02206856,n02133161
n02108551,n02099849,n02480495
n02051845,n03379051,n02091467
n02120079,n01694178,n02361337
n03733131,n01955084,n02097047
n01530575,n01784675,n04429376
n03673027,n03131574,n03761084
n15075141,n02085936,n04613696
n01737021,n04522168,n04239074
n02992529,n03337140,n04118776
n02443114,n03483316,n07930864
n02106030,n02105505,n03527444
n02018795,n04501370,n03785016
n03344393,n01820546,n02102318
n02108915,n01990800,n12144580
n02422106,n03691459,n02091635
n02814533,n04141975,n02667093
n04366367,n02100236,n03459775
n03854065,n07871810,n03770679
n04041544,n04515003,n07920052
n01980166,n03710193,n02105056
n02783161,n04065272,n01806143
n02843684,n01688243,n02865351
n03803284,n03447721,n04004767
n04560804,n03379051,n03250847
n03773504,n03223299,n02087046
n02111277,n03908618,n03062245
n02808304,n03710721,n03888257
n02123045,n01978287,n03085013
n04517823,n02497673,n02364673
n02009912,n04579145,n03916031
n02823750,n07717410,n04204238
n02672831,n04325704,n02776631
n01704323,n01980166,n03109150
n02093256,n02174001,n03938244
n07802026,n02951358,n04209133
n03478589,n03459775,n02088094
n02441942,n02123597,n02280649
n03496892,n03388043,n04141327
n02087394,n02877765,n01560419
n02825657,n07718747,n12144580
n02966193,n02481823,n04486054
n03259280,n02111129,n04486054
n02319095,n02172182,n02229544
n01817953,n03447721,n02268853
n01774384,n03627232,n04542943
n02123159,n01735189,n01682714
n04125021,n02111129,n02965783
n03388549,n07873807,n02814533
n02097658,n01665541,n02088094
n02093859,n03929855,n07892512
n04004767,n02107142,n02087046
n01882714,n02441942,n07753275
n01882714,n04310018,n02090622
n03976467,n12998815,n03903868
n01698640,n01644900,n04277352
n04461696,n01498041,n02123394
n03447447,n02837789,n02823428
n02109047,n02090379,n02085936
n04311004,n13133613,n02093256
n03658185,n02769748,n04562935
n07920052,n03929660,n04049303
n02113186,n03447721,n02114855
n02676566,n04086273,n04332243
n03598930,n03944341,n02092339
n02815834,n12985857,n02795169
n02493509,n07718472,n03590841
n04146614,n03016953,n02093256
n02988304,n04037443,n07802026
n01742172,n01631663,n03954731
n03697007,n02643566,n02783161
n02117135,n02526121,n04487394
n03443371,n03868863,n03888257
n02492660,n01622779,n02096437
n02115641,n04548362,n03498962
n03871628,n02110958,n03535780
n03535780,n04273569,n04485082
n07734744,n02017213,n02687172
n01698640,n03599486,n04004767
n02704792,n01756291,n02795169
n02091467,n02536864,n02088094
n03141823,n01644900,n01558993
n03394916,n13037406,n03297495
n04023962,n04442312,n04116512
n02111277,n04465501,n02480855
n02113712,n04476259,n03642806
n07768694,n12267677,n02097474
n02916936,n02823428,n02124075
n01734418,n01984695,n03983396
n03970156,n04162706,n03954731
n03929660,n01704323,n02917067
n03729826,n04517823,n02006656
n02100735,n02966193,n02091032
n03461385,n02417914,n01558993
n09288635,n07714990,n09468604
n01784675,n03089624,n06359193
n01688243,n03791053,n01828970
n02113712,n07932039,n01817953
n02894605,n03733131,n03344393
n03958227,n02497673,n02097474
n02951585,n04125021,n03532672
n01644373,n03255030,n04380533
n03290653,n04409515,n03400231
n04009552,n02422699,n02099712
n03627232,n03089624,n02012849
n02391049,n04579145,n04069434
n03291819,n01693334,n01531178
n01917289,n02093754,n01748264
n02777292,n02120505,n03729826
n02276258,n01910747,n04553703
n02791124,n02992529,n02085620
n04597913,n01930112,n02013706
n04370456,n02125311,n03532672
n01924916,n04228054,n01614925
n02093754,n04371774,n07920052
n07718472,n02500267,n02037110
n03775546,n01644900,n02134418
n04346328,n03089624,n02963159
n04486054,n02097047,n01860187
n02443484,n03770439,n03680355
n02727426,n04229816,n01641577
n03623198,n03000134,n04355338
n02097209,n01704323,n04355933
n01774750,n04371774,n01537544
n01498041,n01955084,n04239074
n03388043,n02999410,n02086910
n02783161,n02492035,n04023962
n04049303,n03944341,n04127249
n02012849,n02112706,n01749939
n01978287,n02125311,n02979186
n01689811,n04039381,n03457902
n03207743,n04462240,n02095570
n03595614,n03724870,n03871628
n02108089,n07584110,n02437312
n02105855,n02128385,n02389026
n04596742,n01756291,n02114712
n03594734,n02974003,n04008634
n03770679,n07831146,n02951585
n02999410,n04040759,n04238763
n04435653,n06596364,n01704323
n01735189,n01984695,n02123394
n04311004,n03691459,n01601694
n03325584,n02988304,n03452741
n04026417,n01755581,n02093256
n02883205,n03929855,n02777292
n01687978,n03530642,n04476259
n02793495,n01955084,n02093991
n02109961,n01704323,n02389026
n01753488,n03874293,n03832673
n04579145,n02111277,n03450230
n02174001,n03691459,n02655020
n01641577,n04286575,n03956157
n03782006,n04265275,n02096437
n04517823,n02497673,n01537544
n07860988,n07753113,n07930864
n04589890,n01984695,n03995372
n02114548,n04099969,n02814860
n04366367,n02981792,n02099712
n02089973,n02018207,n02281406
n01729977,n07768694,n02091467
n03837869,n12998815,n04347754
n07742313,n02643566,n03063689
n01729322,n03868242,n03532672
n02490219,n01729977,n02094114
n03662601,n03983396,n03590841
n04039381,n03026506,n03670208
n04612504,n03710637,n03950228
n03661043,n02782093,n02346627
n01817953,n03803284,n03347037
n03937543,n04328186,n04069434
n03995372,n03042490,n03877845
n02105056,n02226429,n02264363
n02066245,n09472597,n02397096
n02226429,n03733131,n04332243
n02978881,n04296562,n04285008
n03075370,n04273569,n02606052
n02892767,n02493793,n02108000
n02708093,n01877812,n02747177
n04270147,n13054560,n15075141
n03937543,n03710193,n07930864
n03602883,n02877765,n07753275
n02484975,n01774384,n01484850
n02410509,n07714990,n03720891
n03788365,n01817953,n02099601
n03063689,n01943899,n07684084
n03444034,n02051845,n04591713
n02971356,n04081281,n01531178
n02444819,n02108915,n02794156
n09835506,n02006656,n04507155
n01440764,n02109047,n02107574
n02085782,n03530642,n07802026
n03876231,n03937543,n03201208
n01534433,n02106662,n09428293
n03131574,n13052670,n02092339
n02988304,n01756291,n04270147
n02939185,n03160309,n03481172
n09193705,n03100240,n03393912
n03884397,n03347037,n03297495
n03761084,n02966193,n02090622
n02087394,n02412080,n04486054
n02494079,n03461385,n01682714
n02098286,n02097047,n01806143
n03125729,n04238763,n03642806
n02093859,n01910747,n04476259
n02123159,n04442312,n04560804
n04254120,n03461385,n03787032
n02097298,n04447861,n01440764
n01978455,n04243546,n02105251
n02093428,n07714990,n02119789
n03127747,n04201297,n01774384
n01644373,n01496331,n02950826
n02093647,n02106662,n02095570
n04507155,n03529860,n03146219
n03223299,n02089078,n04270147
n03692522,n03394916,n09421951
n07590611,n03089624,n04270147
n04286575,n02089867,n04418357
n03447721,n02799071,n04008634
n07579787,n03982430,n03720891
n04485082,n02108422,n01828970
n04277352,n02169497,n12985857
n02114548,n03160309,n03075370
n03045698,n02112350,n03661043
n13133613,n02236044,n02979186
n07892512,n07873807,n02012849
n02107574,n13054560,n07717410
n01735189,n01685808,n04086273
n02091134,n03868863,n02105855
n04296562,n02096051,n02268853
n03717622,n04074963,n04562935
n03929660,n03388043,n01728920
n01983481,n07715103,n04592741
n04111531,n04040759,n02480855
n02492035,n02804610,n04367480
n04515003,n02877765,n01537544
n03884397,n02017213,n03743016
n03775071,n04125021,n02105162
n04522168,n02981792,n03642806
n02795169,n01677366,n03877845
n02361337,n04041544,n03538406
n03777568,n02096585,n02326432
n03814906,n12985857,n02490219
n03452741,n02092002,n02097130
n01667778,n03598930,n01728572
n09229709,n04040759,n02268853
n01740131,n01494475,n02090622
n03187595,n04192698,n02825657
n02100583,n01914609,n02326432
n03584829,n01498041,n02493793
n13037406,n02509815,n04476259
n02137549,n04238763,n04557648
n02783161,n04005630,n04482393
n04270147,n07614500,n03223299
n02097209,n01694178,n03085013
n03884397,n03347037,n06359193
n02607072,n02090721,n04118776
n02094114,n02364673,n03717622
n03595614,n02105251,n04487394
n03388183,n04532670,n02100877
n12768682,n04040759,n04604644
n12267677,n09256479,n07717410
n04209133,n03026506,n01855672
n02480855,n03062245,n02097130
n02128925,n07831146,n07892512
n07880968,n04399382,n03832673
n03095699,n03372029,n02089973
n02488291,n03000684,n02480855
n02132136,n02971356,n02268443
n02089078,n03223299,n02815834
n03355925,n02643566,n01558993
n02112018,n03982430,n01930112
n04252077,n12267677,n02917067
n04604644,n03404251,n07892512
n02607072,n13044778,n02056570
n07802026,n02417914,n02641379
n01494475,n03874599,n03657121
n03535780,n07871810,n01629819
n03457902,n01742172,n03887697
n03710193,n01955084,n15075141
n01592084,n02930766,n02114367
n01692333,n02769748,n01491361
n02666196,n01644373,n02129604
n03903868,n02823428,n02229544
n04238763,n02137549,n06794110
n02119789,n02965783,n04347754
n02643566,n02669723,n02058221
n04525038,n01644900,n01828970
n01755581,n04192698,n02606052
n04141076,n03837869,n02441942
n01729322,n02325366,n03733805
n02488291,n04553703,n04552348
n03075370,n02006656,n03908714
n02364673,n03179701,n03954731
n04037443,n07693725,n03838899
n02279972,n02108089,n03937543
n03476991,n03691459,n02825657
n01630670,n01694178,n01667778
n02105251,n02259212,n02128385
n03337140,n07745940,n03272562
n07932039,n07565083,n04264628
n03980874,n03775546,n04591713
n02097130,n03372029,n04254680
n02777292,n07697537,n02106550
n02281787,n02422106,n04136333
n02804414,n02094258,n03250847
n03743016,n02490219,n04404412
n04074963,n02174001,n04162706
n03776460,n03404251,n03485794
n03874599,n02808304,n02268853
n02071294,n01729977,n03492542
n03891332,n03874293,n04429376
n01630670,n03895866,n01667778
n02108551,n07697537,n01739381
n01968897,n04254777,n02113712
n04487081,n01737021,n03372029
n02483708,n03495258,n03527444
n06785654,n01914609,n03417042
n02007558,n03459775,n03208938
n02488702,n03495258,n04505470
n03041632,n12057211,n02804610
n02443484,n03498962,n02114855
n02396427,n02093647,n03729826
n02236044,n01773797,n02088094
n03314780,n02422699,n01968897
n03388183,n01558993,n03673027
n03761084,n01728920,n03584254
n04270147,n02906734,n02977058
n01630670,n02730930,n03590841
n03929855,n01496331,n01531178
n02777292,n04120489,n04136333
n04153751,n03216828,n03544143
n02090379,n04264628,n02089973
n02120079,n03777568,n02791124
n02102177,n02823428,n04592741
n02174001,n02823750,n02100236
n03690938,n02321529,n02088632
n02105056,n01773157,n04389033
n02037110,n04371430,n03877845
n03272562,n03131574,n02090622
n04612504,n04111531,n02981792
n03220513,n07590611,n03344393
n02971356,n02395406,n02105251
n02410509,n01664065,n04604644
n01943899,n04326547,n02977058
n02097209,n04493381,n02088466
n04509417,n01984695,n03642806
n03995372,n02643566,n02113023
n06359193,n02398521,n01558993
n07768694,n07831146,n04251144
n03657121,n01514668,n02119789
n03630383,n02325366,n04429376
n02096437,n07802026,n02326432
n04525305,n03089624,n02091635
n02112350,n03976467,n03903868
n02769748,n04204347,n02783161
n04277352,n07717410,n02012849
n03538406,n03874599,n02093256
n02105162,n04462240,n02051845
n03958227,n02098286,n02494079
n04612504,n03220513,n04136333
n03792782,n01498041,n04355338
n01955084,n02643566,n04118776
n02071294,n03045698,n15075141
n07711569,n02321529,n02676566
n04483307,n02417914,n02009229
n07892512,n02231487,n02441942
n01984695,n07697537,n03776460
n02493509,n02871525,n04277352
n04507155,n02730930,n03916031
n01914609,n01695060,n03250847
n04008634,n03891251,n02916936
n04296562,n07711569,n03776460
n03538406,n02980441,n02268443
n02699494,n03874599,n01806143
n02786058,n01983481,n02105251
n01829413,n04201297,n03991062
n04392985,n04149813,n02917067
n03478589,n02415577,n09288635
n02488702,n13052670,n01514668
n09288635,n04557648,n02948072
n07747607,n02536864,n03109150
n02127052,n03100240,n01531178
n03026506,n02093428,n01828970
n02219486,n01742172,n03494278
n03787032,n02097658,n03992509
n02113624,n03866082,n02229544
n02138441,n02130308,n02095570
n02980441,n01985128,n02096294
n04525305,n03530642,n03938244
n04033901,n04275548,n04136333
n09472597,n03866082,n04347754
n03450230,n07693725,n02823428
n03584829,n07717556,n02364673
n03933933,n01484850,n02033041
n03457902,n02107683,n04409515
n01735189,n02112137,n02190166
n02006656,n07871810,n01616318
n09193705,n02325366,n02326432
n02106030,n04443257,n04447861
n03532672,n04479046,n02123159
n04118776,n01986214,n01698640
n03781244,n04208210,n02917067
n03272010,n03854065,n15075141
n02364673,n01914609,n02814533
n03710637,n03495258,n04277352
n02259212,n03742115,n02120079
n10565667,n02093991,n04277352
n01682714,n04557648,n01491361
n02025239,n01496331,n02457408
n02099267,n02102973,n02486261
n04310018,n04208210,n04380533
n03717622,n03958227,n03666591
n02408429,n07695742,n02108422
n02412080,n04039381,n01629819
n01737021,n01751748,n03642806
n07579787,n02093859,n04418357
n04133789,n01496331,n03983396
n01877812,n01914609,n04118776
n02108422,n03355925,n03124043
n03425413,n03530642,n02441942
n04532670,n03216828,n03670208
n02445715,n04532106,n02058221
n01498041,n13037406,n02114855
n02105505,n04553703,n03720891
n12985857,n03633091,n04486054
n13133613,n02102973,n03877845
n02219486,n03958227,n02883205
n02825657,n03633091,n03642806
n02174001,n02097658,n02091635
n02226429,n01985128,n03602883
n01630670,n01580077,n01704323
n01914609,n03633091,n02708093
n01983481,n04149813,n03272010
n01687978,n04355338,n02127052
n03983396,n03393912,n02895154
n04398044,n03495258,n04592741
n04044716,n03930630,n02090622
n03124170,n03977966,n04090263
n04141076,n03710637,n04118776
n01675722,n03721384,n03832673
n02109961,n02095314,n02825657
n02012849,n04467665,n02843684
n07932039,n03944341,n01817953
n01914609,n01695060,n01682714
n04229816,n07714990,n09421951
n04552348,n07584110,n02129165
n02012849,n03841143,n03787032
n12620546,n01697457,n03196217
n03482405,n04579145,n03658185
n07583066,n03127747,n02124075
n02777292,n02077923,n02100877
n04548362,n02892767,n02883205
n04037443,n02988304,n04423845
n02056570,n01820546,n04235860
n02226429,n04548280,n03314780
n02640242,n01873310,n01797886
n01749939,n02102177,n04552348
n02395406,n03691459,n01531178
n01695060,n02165105,n02484975
n04467665,n02105505,n03903868
n02123394,n02236044,n02012849
n02793495,n07745940,n03916031
n02835271,n01985128,n02480495
n01944390,n03042490,n03903868
n03291819,n01688243,n04277352
n07747607,n01560419,n04239074
n02749479,n03379051,n07753113
n02112350,n04252077,n03109150
n02129604,n03160309,n04380533
n04252077,n04517823,n07717410
n04507155,n02687172,n03998194
n04486054,n02782093,n02808440
n02169497,n01955084,n03661043
n02326432,n04479046,n04033901
n04120489,n01910747,n03400231
n03590841,n01729322,n02066245
n01748264,n01914609,n02951358
n04023962,n04208210,n02509815
n01518878,n02190166,n02391049
n02108915,n01518878,n01795545
n04435653,n04263257,n02906734
n03018349,n01860187,n04141327
n12985857,n02107142,n02033041
n03670208,n04482393,n03594734
n09428293,n04005630,n02013706
n03814906,n02815834,n04366367
n04277352,n07697537,n03250847
n03594734,n03874599,n03661043
n04328186,n03042490,n02786058
n02123394,n03482405,n02086240
n07716358,n01756291,n04033995
n07583066,n02509815,n02012849
n03063599,n01984695,n02120079
n03954731,n03062245,n02102318
n02138441,n02497673,n04332243
n04251144,n01955084,n02802426
n03026506,n01622779,n02105056
n04389033,n02504013,n04251144
n02128385,n04317175,n02105162
n01798484,n03124043,n02412080
n01534433,n02109525,n03445777
n03127925,n04599235,n03670208
n02814533,n02974003,n03970156
n09835506,n03710721,n02087046
n03887697,n01860187,n02105641
n03995372,n02276258,n01843065
n04429376,n03494278,n01871265
n07753275,n03314780,n02092339
n03388549,n03530642,n01968897
n01833805,n02788148,n04070727
n02009912,n03692522,n01687978
n02091467,n03595614,n03980874
n02066245,n03841143,n09229709
n02877765,n07693725,n01491361
n03857828,n02090721,n04209239
n02168699,n04009552,n03452741
n04152593,n02002556,n03947888
n01692333,n01914609,n03187595
n02190166,n03633091,n02090622
n03792782,n01498041,n02106382
n02099712,n07831146,n02028035
n09399592,n01667778,n02088466
n02859443,n01644900,n02441942
n03944341,n07720875,n02092339
n03871628,n04456115,n02363005
n01882714,n03777568,n02883205
n03447447,n02108551,n02708093
n01753488,n03691459,n03445777
n04553703,n03761084,n02093991
n04606251,n07747607,n02106030
n01580077,n01984695,n04476259
n02085620,n03761084,n01843065
n03529860,n01910747,n02099712
n07714571,n02088364,n04277352
n02966193,n12985857,n03250847
n04487081,n02110063,n03743016
n04243546,n07730033,n02113978
n02017213,n02134418,n04548280
n03216828,n01755581,n02127052
n02009229,n02099267,n04141975
n02102040,n03388549,n02096437
n03720891,n03532672,n03595614
n02009229,n02823428,n04065272
n03935335,n02483362,n02007558
n07742313,n02410509,n03776460
n04149813,n02097658,n03485794
n03372029,n01498041,n02105855
n02085782,n03840681,n02950826
n02018795,n02951358,n03733805
n02481823,n02094258,n03297495
n04485082,n04525038,n02100735
n03792782,n07873807,n04286575
n02102040,n13054560,n01807496
n10148035,n04399382,n03527444
n02094258,n01775062,n02112018
n04179913,n04435653,n04357314
n02101556,n02277742,n02002724
n03000684,n02966193,n02114712
n03590841,n01955084,n02097474
n02033041,n02091635,n02012849
n02815834,n04228054,n02906734
n03032252,n01955084,n01776313
n07718747,n01773157,n04418357
n03902125,n02481823,n02441942
n01843065,n02106662,n02100877
n02090622,n02782093,n03742115
n03223299,n02877765,n03630383
n01491361,n03372029,n03670208
n02927161,n02110958,n02113799
n02088238,n04336792,n02229544
n02095570,n03131574,n02088632
n01677366,n02489166,n03532672
n02104365,n02097298,n01667778
n02493509,n02782093,n03444034
n04540053,n03255030,n02099712
n02422106,n04462240,n03445777
n03417042,n02017213,n02104029
n03742115,n03710721,n03721384
n03857828,n12998815,n02971356
n04209133,n03425413,n04509417
n02165105,n02206856,n02009229
n03249569,n02111889,n03793489
n03417042,n03249569,n02389026
n03028079,n04371774,n04604644
n07584110,n04462240,n01537544
n04517823,n02980441,n03761084
n07693725,n02093754,n03970156
n02815834,n04579145,n02086240
n03657121,n03467068,n10565667
n04458633,n02321529,n04356056
n04505470,n03787032,n04476259
n03461385,n02108915,n04557648
n03658185,n04589890,n02009912
n02110063,n03452741,n02088094
n12998815,n03724870,n02326432
n04596742,n01756291,n04266014
n02089973,n04254777,n02090622
n04505470,n09193705,n04552348
n01693334,n03837869,n02090622
n04243546,n01917289,n02396427
n03717622,n03530642,n02840245
n02799071,n04462240,n07717410
n04367480,n02097658,n04380533
n03857828,n02281406,n02219486
n01797886,n02869837,n03250847
n03538406,n03825788,n04277352
n04238763,n03717622,n03877845
n04005630,n02086079,n02708093
n02782093,n02099849,n04153751
n02231487,n04310018,n02233338
n02119022,n04133789,n15075141
n04069434,n02497673,n02123597
n03970156,n02109961,n02814860
n02389026,n02098413,n03063599
n03444034,n02108089,n03459775
n03709823,n03325584,n03532672
n03014705,n02109525,n02012849
n03271574,n04423845,n04049303
n02058221,n11939491,n02099267
n02106030,n02437616,n04153751
n03450230,n02108915,n01531178
n03724870,n02110185,n04277352
n01667114,n03868863,n02708093
n03196217,n01664065,n01773157
n01776313,n03045698,n03895866
n02229544,n03657121,n02667093
n06359193,n07730033,n04550184
n01978455,n02488291,n04604644
n02089973,n01622779,n03109150
n03814906,n02088364,n02094433
n03691459,n04462240,n02091635
n02835271,n01955084,n04286575
n03742115,n02177972,n04008634
n02823428,n01580077,n02087046
n03902125,n02138441,n03657121
n03259280,n07695742,n06794110
n02097474,n03062245,n07716906
n04335435,n03417042,n04429376
n03786901,n01728572,n02091467
n03710721,n02403003,n01843065
n04367480,n02259212,n02971356
n07873807,n02090622,n02100236
n03485794,n02110185,n02794156
n03208938,n12267677,n03459775
n04428191,n03379051,n02883205
n02268853,n02091467,n02009912
n04461696,n02403003,n02105251
n02791270,n03929855,n02457408
n03633091,n04482393,n02606052
n01537544,n01494475,n02497673
n02088632,n02094114,n02108000
n02504458,n02356798,n03877472
n09399592,n02992529,n03720891
n13040303,n01910747,n02012849
n04041544,n01688243,n04604644
n03529860,n02398521,n07717410
n02906734,n02791124,n06596364
n03344393,n01877812,n02114548
n03930630,n02091134,n02492035
n04111531,n04133789,n03764736
n02892767,n03710721,n07930864
n04266014,n02105162,n01491361
n03538406,n09256479,n02361337
n03297495,n01531178,n04131690
n04548362,n04336792,n02113023
n02966193,n02325366,n03661043
n02979186,n03627232,n01667778
n13044778,n12267677,n03388549
n02906734,n02808304,n02795169
n04152593,n01728920,n02113186
n01749939,n03372029,n04486054
n02012849,n01484850,n02128757
n03467068,n03627232,n03942813
n11939491,n04065272,n04326547
n03126707,n13052670,n03623198
n01698640,n03599486,n02823428
n01737021,n02123597,n04033901
n01984695,n01644900,n02138441
n02128385,n03627232,n04604644
n03000134,n01990800,n02096437
n02484975,n01774384,n03271574
n12620546,n01622779,n02791270
n03599486,n01914609,n02268853
n03259280,n03089624,n02113186
n02510455,n03026506,n01608432
n02123394,n07742313,n04326547
n03146219,n02791124,n03180011
n07831146,n07932039,n04141327
n02095570,n02090622,n04604644
n02916936,n01697457,n04367480
n02396427,n03394916,n01558993
n02410509,n01910747,n03063689
n07718747,n03733281,n03916031
n02783161,n04200800,n04552348
n04040759,n02791124,n02099429
n01740131,n02835271,n02096437
n07873807,n07584110,n04328186
n01986214,n02493793,n04418357
n03775071,n02233338,n02105162
n04525305,n03201208,n02097474
n01828970,n03223299,n03929855
n04067472,n02177972,n03637318
n04229816,n01496331,n02129165
n04435653,n04179913,n03937543
n04275548,n02799071,n02917067
n03527444,n07590611,n03584254
n02112137,n03857828,n03776460
n04146614,n03255030,n03938244
n02094114,n03476684,n02396427
n02494079,n03633091,n03642806
n04467665,n03100240,n02640242
n01692333,n03223299,n02606052
n03776460,n04131690,n03250847
n04404412,n04065272,n04429376
n03976657,n02699494,n02119789
n02090721,n02092002,n02437312
n03065424,n03637318,n02113712
n01440764,n04355933,n02492660
n12768682,n01694178,n04179913
n03483316,n03188531,n02840245
n02807133,n13040303,n04613696
n01828970,n02112018,n03775071
n04553703,n03691459,n02992211
n07880968,n03874599,n02099429
n04404412,n03947888,n02013706
n03720891,n04266014,n01770081
n04548362,n04026417,n03527444
n04285008,n03977966,n04208210
n03095699,n02093859,n15075141
n02777292,n02497673,n02493509
n02051845,n02859443,n07717410
n04371774,n01855032,n02106030
n03792782,n02980441,n02606052
n02672831,n01773157,n02012849
n02123045,n03240683,n02056570
n10148035,n03998194,n02396427
n02807133,n01687978,n07734744
n04392985,n04200800,n04270147
n02098105,n02105505,n07753275
n03761084,n07831146,n04229816
n02488702,n07695742,n02814533
n07754684,n04229816,n03720891
n03666591,n03089624,n09332890
n02106030,n02115913,n04118776
n03483316,n03982430,n03133878
n04612504,n02483708,n02129165
n01582220,n01751748,n01855672
n02093991,n03710721,n01484850
n02104365,n13044778,n04515003
n12998815,n01735189,n07717410
n01847000,n04589890,n03954731
n02971356,n04462240,n02110806
n02100236,n01693334,n02128925
n02011460,n02102973,n03720891
n02174001,n07684084,n02096437
n04310018,n03042490,n04141327
n03793489,n02799071,n02606052
n07836838,n01984695,n02013706
n03661043,n04392985,n02056570
n03733131,n09193705,n03355925
n02093991,n02328150,n03355925
n04356056,n12267677,n02002556
n03344393,n02088238,n02492660
n02325366,n01729322,n03532672
n03877845,n02112706,n02108422
n07248320,n02113978,n02790996
n04350905,n02325366,n02814533
n01824575,n03676483,n03742115
n02098413,n02111889,n02091467
n04476259,n04371774,n03720891
n02172182,n02110627,n02108422
n03793489,n02097658,n03272010
n03983396,n02107142,n02814860
n03950228,n01798484,n03534580
n02107908,n04251144,n07802026
n04456115,n07615774,n02389026
n02480495,n02692877,n03291819
n01753488,n02066245,n04355933
n04275548,n03220513,n02120079
n01749939,n03372029,n02493509
n01537544,n02095314,n03825788
n07730033,n02093754,n02097474
n03250847,n03627232,n02814533
n01818515,n01877812,n02981792
n01630670,n02101388,n02112706
n04515003,n03733131,n04355933
n04041544,n01687978,n03532672
n02794156,n02091244,n03485794
n09332890,n04065272,n02090379
n02895154,n02096294,n02454379
n02493509,n07714990,n02229544
n02105505,n01740131,n02916936
n02074367,n04536866,n04229816
n04229816,n04525038,n09421951
n02116738,n03710721,n02795169
n02966193,n02447366,n03661043
n03125729,n02111500,n02493509
n01728920,n13054560,n03776460
n02319095,n03788195,n03764736
n02790996,n04409515,n02457408
n04486054,n02107908,n03016953
n04120489,n03791053,n02916936
n01631663,n03220513,n03492542
n01729977,n12267677,n02807133
n03794056,n03394916,n04487081
n04517823,n01945685,n01537544
n04118538,n09256479,n02988304
n01980166,n02025239,n03180011
n02317335,n04111531,n02097298
n11939491,n02951358,n01843065
n04380533,n02321529,n02437312
n03498962,n03032252,n03014705
n01930112,n03666591,n03782006
n02321529,n07590611,n02268853
n04380533,n02090721,n02071294
n03485794,n04350905,n04366367
