anchor_cat,positive_cat,negative_cat
n04522168,n03804744,n03916031
n02110627,n03459775,n09332890
n02108089,n07697537,n01797886
n03272010,n01632777,n03877845
n03495258,n01877812,n04592741
n02804610,n02099849,n04367480
n03958227,n04208210,n02087394
n04127249,n02971356,n02107574
n03590841,n03530642,n04443257
n02676566,n01601694,n03000134
n02869837,n01784675,n02655020
n03770439,n03977966,n03637318
n02098413,n03710637,n02089078
n04540053,n03594945,n04442312
n02085936,n02487347,n02233338
n03838899,n02843684,n03884397
n02422106,n04597913,n03485794
n02906734,n04141076,n04552348
n02457408,n01981276,n02091244
n02892201,n03089624,n02667093
n03207941,n03461385,n02403003
n02672831,n04462240,n02814533
n02091032,n03218198,n04090263
n13052670,n01873310,n02091467
n04147183,n01924916,n04584207
n01806567,n04553703,n02917067
n03877845,n01531178,n03125729
n03998194,n04273569,n02089973
n03680355,n04392985,n02480855
n04273569,n04597913,n02027492
n02177972,n03127747,n06359193
n01795545,n01774384,n04008634
n01806567,n02504013,n02494079
n02747177,n01983481,n03393912
n04579432,n12998815,n02088364
n02979186,n04461696,n09332890
n02128757,n04579145,n04550184
n03443371,n07745940,n04532670
n07717410,n01981276,n07930864
n03877845,n02100236,n03337140
n04592741,n03041632,n04111531
n02361337,n03017168,n04404412
n02510455,n10148035,n02009229
n03961711,n02097658,n02457408
n01753488,n03188531,n02114367
n01798484,n02497673,n03000134
n12267677,n04209239,n02391049
n03018349,n03733131,n04429376
n02395406,n02526121,n04487081
n02877765,n01955084,n03347037
n03782006,n04235860,n02840245
n07860988,n01943899,n02099601
n12267677,n03676483,n03670208
n03259280,n02017213,n03617480
n02101388,n04584207,n03444034
n07684084,n04429376,n03000684
n02422106,n02165105,n02137549
n02398521,n04380533,n01558993
n04141076,n07745940,n02825657
n02128925,n03095699,n04118776
n04507155,n04597913,n01798484
n02086240,n03000684,n03388043
n04458633,n04273569,n02009229
n01981276,n03240683,n02444819
n02895154,n03868863,n02088094
n03929855,n01688243,n02095314
n03063689,n03483316,n01440764
n02092002,n02865351,n02391049
n02104365,n03633091,n03775546
n04136333,n02127052,n02504458
n01514668,n03045698,n03450230
n03743016,n03461385,n03662601
n03032252,n07697537,n03014705
n02687172,n01740131,n02930766
n02992529,n04229816,n02129165
n02930766,n03218198,n09428293
n04254120,n02101006,n02105056
n07730033,n04462240,n02917067
n03657121,n02096585,n03461385
n02356798,n02093754,n04141327
n02536864,n02835271,n01484850
n04252077,n01735189,n01537544
n04467665,n02102973,n03733805
n03742115,n02965783,n02840245
n03788365,n03290653,n01847000
n02018795,n01632777,n03207941
n03125729,n02950826,n02917067
n03594945,n02500267,n02107574
n03494278,n02445715,n03786901
n02092002,n02892767,n09193705
n03866082,n02088466,n04347754
n02526121,n03633091,n02113978
n02777292,n02077923,n01558993
n03290653,n02009912,n02097047
n03584829,n03633091,n02102177
n04067472,n03016953,n07714571
n04590129,n07860988,n02094433
n01756291,n02174001,n03786901
n03355925,n01728920,n01755581
n03220513,n02165105,n01797886
n01687978,n07753592,n02091244
n02791124,n07768694,n03347037
n04141076,n02403003,n03216828
n03841143,n01914609,n02490219
n03208938,n01498041,n02113978
n07747607,n02536864,n01820546
n02788148,n09835506,n03888257
n02672831,n02790996,n01860187
n04118776,n02917067,n04201297
n07871810,n01729977,n02980441
n04254120,n03874599,n03838899
n02086910,n07742313,n04486054
n01797886,n02342885,n04562935
n07714990,n07717410,n01698640
n02606052,n02093647,n02883205
n03841143,n07768694,n06794110
n01914609,n02097658,n02666196
n01693334,n01770393,n01795545
n04592741,n09246464,n03447447
n02128757,n04462240,n03777754
n02916936,n03938244,n02114712
n07717556,n02776631,n02980441
n01773157,n03814906,n04252225
n03935335,n02123045,n02012849
n04149813,n02487347,n02883205
n04505470,n04065272,n07753275
n01943899,n04259630,n02027492
n02114367,n01688243,n02091635
n02488702,n04350905,n03958227
n04209133,n03425413,n02094258
n03775071,n04136333,n01770081
n03047690,n02088238,n02091635
n01847000,n01695060,n03637318
n01693334,n04254680,n01795545
n02256656,n02174001,n03792782
n03065424,n01986214,n04033901
n02490219,n06596364,n03670208
n04423845,n04501370,n04389033
n01930112,n02769748,n03759954
n02910353,n04355338,n02086910
n03124043,n01955084,n04266014
n02281406,n02948072,n15075141
n04509417,n03840681,n03920288
n02483362,n02107142,n03947888
n02009229,n02086646,n04141975
n02110063,n03045698,n03661043
n02123159,n07754684,n03761084
n03970156,n13054560,n03954731
n01580077,n02106662,n02033041
n03617480,n02804414,n02494079
n01729977,n03633091,n04008634
n09193705,n03691459,n04019541
n02747177,n02514041,n02113978
n02437312,n02106662,n02437616
n02115641,n03944341,n02013706
n04447861,n01978287,n01855672
n02085936,n04554684,n02444819
n02504013,n01784675,n02095570
n04141327,n02091831,n03485794
n02871525,n03633091,n04204347
n01773549,n02177972,n02444819
n01775062,n02101006,n03657121
n01440764,n10148035,n02114855
n03623198,n07716358,n02129165
n02667093,n04252077,n02457408
n02483708,n01877812,n03527444
n03100240,n03874599,n12144580
n02883205,n01873310,n03028079
n09421951,n04192698,n02444819
n01491361,n03000247,n09288635
n02105855,n10148035,n03662601
n01955084,n03991062,n04443257
n04592741,n01530575,n02109047
n03720891,n02988304,n02802426
n02484975,n01978287,n03775546
n04429376,n01877812,n04266014
n03325584,n02085936,n04264628
n03141823,n06596364,n01806143
n03527444,n01664065,n03630383
n03124043,n02089078,n02091467
n02687172,n01775062,n03877845
n09428293,n02655020,n02099429
n01629819,n03764736,n12144580
n03045698,n02510455,n03133878
n02106166,n02112706,n03207941
n04542943,n03220513,n02114855
n02782093,n03633091,n07753275
n02790996,n03461385,n02190166
n02096051,n03394916,n02480495
n02190166,n03724870,n03954731
n04152593,n03337140,n02268853
n02094433,n01742172,n03776460
n03355925,n04252077,n02823428
n03544143,n07590611,n02749479
n07717410,n02093256,n02097474
n03759954,n02280649,n02256656
n04131690,n04263257,n03877845
n02017213,n03887697,n01531178
n01592084,n03197337,n02229544
n04090263,n04404412,n02094433
n01980166,n02837789,n01537544
n07747607,n02011460,n02133161
n04417672,n01698640,n02087394
n03594945,n07718747,n02939185
n03627232,n03837869,n02117135
n03495258,n03874599,n04049303
n04485082,n03710193,n04429376
n02268443,n04228054,n03110669
n03291819,n03529860,n02106030
n06359193,n03026506,n02097130
n02787622,n07730033,n03916031
n04409515,n01985128,n03494278
n03666591,n04597913,n03208938
n04149813,n02869837,n01682714
n02137549,n03485794,n01968897
n04552348,n04476259,n02951585
n03788195,n02115913,n02676566
n02090622,n03877472,n02100583
n03721384,n03290653,n04599235
n06874185,n01744401,n03729826
n02835271,n04099969,n03109150
n02110958,n02877765,n01770393
n04033995,n04039381,n07248320
n09332890,n04019541,n02028035
n04265275,n01945685,n02094258
n03954731,n02092002,n02114712
n02814860,n02877765,n01986214
n02808440,n03018349,n02504458
n02113978,n01616318,n03662601
n04372370,n03710721,n02056570
n02102177,n13054560,n03877845
n04070727,n03127747,n01531178
n04579145,n01818515,n02012849
n02835271,n04311174,n02087046
n03888605,n02992211,n02281406
n09246464,n09399592,n03445777
n01807496,n04371774,n02089973
n07932039,n03047690,n03014705
n01776313,n01770393,n04429376
n01820546,n02102040,n03661043
n07579787,n01917289,n02111277
n02510455,n07720875,n07718472
n01910747,n04536866,n02917067
n02113624,n01806567,n03720891
n04515003,n02105505,n02105641
n03599486,n02536864,n03786901
n02114367,n04507155,n03450230
n07730033,n01914609,n01558993
n02692877,n02788148,n02092002
n03916031,n02071294,n04258138
n02086240,n02098413,n07760859
n07697313,n04325704,n04141327
n01843383,n04399382,n03028079
n03950228,n04136333,n03602883
n03018349,n01950731,n03903868
n02281787,n02398521,n07930864
n03384352,n02793495,n04004767
n01883070,n04355338,n04417672
n07697313,n01945685,n02009912
n04461696,n03085013,n04008634
n01631663,n04254680,n02117135
n02843684,n03485794,n02051845
n02106550,n03127747,n03452741
n03642806,n04346328,n02099601
n01795545,n01774384,n03180011
n03947888,n03444034,n02361337
n04483307,n12768682,n01443537
n04162706,n03388043,n02483362
n01910747,n01735189,n07753275
n02167151,n02992211,n03146219
n01644900,n01873310,n02916936
n02025239,n01496331,n02114548
n04238763,n03208938,n01631663
n02109961,n02092002,n03344393
n03759954,n04044716,n02011460
n04389033,n03837869,n02489166
n01740131,n01981276,n04004767
n04523525,n03062245,n02364673
n02804610,n02487347,n04008634
n02097130,n04235860,n03786901
n02006656,n04346328,n03877845
n03075370,n02526121,n02114548
n03223299,n04099969,n02094114
n01614925,n02128925,n02666196
n02667093,n03992509,n02391049
n02977058,n03773504,n03197337
n02802426,n02110185,n04604644
n03272562,n04599235,n04008634
n02106662,n02102973,n03598930
n04604644,n02106550,n02834397
n07695742,n02259212,n04266014
n03967562,n03633091,n04392985
n03866082,n02105162,n04141327
n04590129,n01734418,n02097209
n02099267,n02395406,n07930864
n04505470,n01532829,n03444034
n01494475,n03590841,n01616318
n02966193,n12985857,n15075141
n03126707,n03794056,n04487394
n04141076,n03976657,n03485794
n07615774,n04356056,n03884397
n09421951,n03032252,n03109150
n02804414,n01729977,n02091635
n02526121,n02098413,n02687172
n04398044,n01773157,n01806567
n02641379,n01753488,n09428293
n03272562,n02445715,n03388043
n07749582,n01984695,n02167151
n03133878,n04461696,n03314780
n02128925,n04141076,n01968897
n04591713,n03000684,n02096294
n02782093,n04040759,n02114855
n02033041,n04275548,n03657121
n02107683,n07613480,n02268853
n03400231,n02086079,n07930864
n02655020,n03255030,n03764736
n03832673,n04392985,n02025239
n02167151,n03710721,n01580077
n02356798,n07831146,n04347754
n03769881,n03891332,n02012849
n07760859,n02837789,n03782006
n02101556,n02480855,n09468604
n04461696,n01498041,n07753275
n04026417,n07590611,n03729826
n04033901,n03673027,n01532829
n07579787,n04458633,n02917067
n07720875,n03223299,n02480855
n09421951,n03450230,n02093991
n02168699,n02109525,n03770679
n02174001,n01914609,n04162706
n02280649,n02793495,n01531178
n02007558,n02226429,n02676566
n01748264,n02190166,n01632458
n01968897,n01740131,n02115641
n04311174,n03291819,n04033901
n02229544,n02100583,n04417672
n04409515,n02325366,n02606052
n02441942,n07615774,n02088466
n04065272,n02105641,n02105855
n03100240,n07831146,n06794110
n07718747,n02105641,n04004767
n03485407,n03937543,n02480495
n02113978,n02110627,n02012849
n04326547,n03956157,n02091831
n03776460,n03770679,n02342885
n03764736,n03599486,n01820546
n03710637,n01742172,n02708093
n02992529,n03874599,n03942813
n02100583,n07753113,n03942813
n03967562,n03028079,n02134418
n04371430,n13040303,n01531178
n03961711,n02835271,n02480495
n07718472,n03594945,n03417042
n02107312,n07695742,n04467665
n03633091,n04254777,n03133878
n04209239,n03476684,n02840245
n02892767,n07753113,n06874185
n02107683,n02860847,n03642806
n02437616,n03384352,n04347754
n04037443,n02113186,n02097130
n03773504,n07697537,n02825657
n04141975,n12267677,n04147183
n02098286,n02129604,n01860187
n02093428,n02113799,n03344393
n03599486,n02951358,n03393912
n02123159,n13044778,n04243546
n01955084,n01981276,n02391049
n07753592,n07768694,n01641577
n04465501,n03633091,n02492660
n04311004,n02769748,n02483362
n03970156,n04296562,n02106030
n07716906,n03980874,n02486261
n02497673,n02481823,n03032252
n04429376,n01729977,n04326547
n02101556,n02403003,n03814639
n01776313,n04376876,n03661043
n06785654,n03124170,n02129165
n03920288,n01914609,n02667093
n02916936,n03384352,n01774384
n03347037,n03888605,n04479046
n02977058,n02280649,n02093647
n02110185,n03485794,n04552348
n03868863,n02966193,n03877845
n04074963,n01981276,n02099267
n02808440,n02107142,n03207743
n02100583,n03146219,n02917067
n03032252,n07697537,n02814533
n02834397,n09256479,n02190166
n02099712,n01729977,n02807133
n03787032,n02536864,n01950731
n02096294,n02108551,n15075141
n04376876,n03394916,n03661043
n02093647,n07717556,n03947888
n07768694,n03837869,n02492035
n02099601,n01531178,n04118776
n03980874,n01689811,n02486261
n03216828,n04127249,n02119789
n03249569,n03045698,n03877472
n02092002,n03584254,n04525038
n04009552,n04040759,n04456115
n02403003,n01498041,n04147183
n15075141,n03476991,n04347754
n02395406,n03977966,n04118776
n04127249,n02808304,n01694178
n02018795,n03935335,n01797886
n03837869,n03977966,n04004767
n02165105,n01924916,n03937543
n03733281,n03961711,n02236044
n02669723,n02790996,n04548280
n03874599,n01729977,n04004767
n04428191,n02950826,n02883205
n04604644,n02869837,n07880968
n03724870,n02325366,n02027492
n01751748,n03188531,n09332890
n07754684,n03873416,n02117135
n02129604,n01629819,n04118776
n02641379,n01882714,n02883205
n03868242,n02966193,n03903868
n02108089,n02177972,n01797886
n02799071,n02236044,n04606251
n03733805,n02808304,n04111531
n02835271,n04597913,n03445777
n03207743,n01910747,n02129165
n04350905,n03633091,n03877845
n03529860,n01694178,n02361337
n02690373,n02909870,n03014705
n02091467,n01773157,n03062245
n02492035,n02730930,n04111531
n02102318,n09421951,n04049303
n01641577,n03314780,n04147183
n01644900,n03792782,n03983396
n03220513,n01914609,n03344393
n03950228,n01601694,n02028035
n02105412,n02410509,n03347037
n04372370,n01695060,n04604644
n07875152,n02488291,n02120505
n02114367,n03924679,n04366367
n03124043,n03627232,n02916936
n02120505,n01728572,n04532670
n04209133,n01751748,n03355925
n04009552,n01981276,n01616318
n03075370,n03109150,n02129165
n04033995,n03733805,n01775062
n03290653,n03372029,n02117135
n04118538,n04597913,n09468604
n02086240,n02106550,n04136333
n03814906,n02102480,n09246464
n07873807,n03888605,n02493793
n02098286,n02113624,n03483316
n04336792,n04548362,n03598930
n04461696,n03627232,n02119022
n01560419,n02443484,n02097209
n07802026,n02256656,n03792782
n01729977,n02607072,n04367480
n02978881,n02951358,n02917067
n01622779,n01950731,n04332243
n02963159,n03976657,n02445715
n02727426,n13054560,n01629819
n03967562,n03788365,n07930864
n02116738,n02422106,n02013706
n03141823,n04536866,n09399592
n04418357,n03450230,n02484975
n02107908,n01688243,n02794156
n02097474,n02051845,n03866082
n02397096,n02951358,n01531178
n02099712,n04328186,n04347754
n07930864,n02119022,n02097209
n02123597,n04200800,n04509417
n02120079,n02396427,n03495258
n04515003,n13133613,n02443114
n01744401,n02481823,n01855672
n03337140,n01694178,n03476684
n03837869,n03220513,n02092339
n02106166,n07614500,n01843383
n03998194,n03899768,n01694178
n02437312,n04131690,n04380533
n03000684,n04389033,n02701002
n03355925,n04592741,n04357314
n01669191,n02397096,n03938244
n01669191,n04254777,n01828970
n04592741,n01806567,n03998194
n12057211,n01855032,n02091467
n12985857,n04039381,n03814639
n04579432,n03424325,n02117135
n03459775,n02437312,n03187595
n02509815,n03874599,n02268443
n02259212,n01981276,n09288635
n04127249,n01770393,n02112018
n02051845,n02403003,n03903868
n03743016,n04040759,n03347037
n03832673,n03089624,n03452741
n03133878,n03127747,n03476991
n03637318,n01774750,n01847000
n03345487,n02607072,n07753592
n01742172,n02804414,n02120505
n03866082,n02988304,n04286575
n02966687,n01914609,n04347754
n03832673,n03791053,n09332890
n04467665,n02117135,n07584110
n03692522,n03599486,n03776460
n02396427,n02403003,n03485794
n01685808,n02112350,n04136333
n07711569,n03803284,n04417672
n02097658,n01773549,n04033901
n02786058,n12768682,n03662601
n07716906,n02109047,n02120079
n02134418,n02106662,n03786901
n02098413,n01735189,n04023962
n02093256,n03763968,n02133161
n04154565,n02782093,n03877472
n03721384,n02790996,n03657121
n03201208,n03000134,n01950731
n03874599,n03220513,n04604644
n01630670,n07742313,n02443484
n02493509,n01496331,n07579787
n03016953,n01692333,n02883205
n02089973,n02123394,n04590129
n04127249,n02132136,n01968897
n02128925,n02165105,n06359193
n01833805,n02111277,n03538406
n04604644,n04366367,n02106382
n04447861,n04136333,n04154565
n04501370,n03131574,n03838899
n02099267,n02113624,n03481172
n04591157,n04372370,n02113978
n04149813,n03868863,n01843383
n03759954,n01985128,n02095570
n04370456,n02017213,n02966687
n04409515,n01665541,n04141327
n02105855,n02687172,n02236044
n03498962,n03980874,n02086910
n02669723,n04228054,n02980441
n02169497,n12620546,n02825657
n01773157,n04579145,n03903868
n02669723,n02804610,n03657121
n02794156,n01694178,n04049303
n04049303,n03584254,n01601694
n03942813,n02403003,n03877845
n03250847,n03970156,n03014705
n03888257,n03424325,n03838899
n03417042,n02105251,n02096585
n04235860,n02321529,n02134418
n03956157,n04590129,n02106382
n02526121,n04428191,n03297495
n03929855,n03874599,n03207941
n03832673,n07695742,n02127052
n02120505,n03443371,n04596742
n02791270,n06596364,n03337140
n02107312,n03127747,n04204238
n01514859,n01910747,n01828970
n02480855,n02085620,n02391049
n02747177,n04540053,n06596364
n03045698,n01496331,n02980441
n03982430,n02112018,n02799071
n02111889,n01873310,n03733805
n01770081,n07745940,n04599235
n02423022,n03803284,n04417672
n03598930,n03476684,n02483362
n02133161,n02110806,n01665541
n01695060,n02837789,n03494278
n01818515,n03908618,n04209239
n02098286,n13040303,n07565083
n02097209,n02088094,n02493509
n02486261,n03535780,n04200800
n04376876,n01496331,n01537544
n01667114,n03977966,n03950228
n03133878,n02110185,n03197337
n03394916,n02113624,n03452741
n04118776,n11879895,n04086273
n03478589,n02403003,n04380533
n03825788,n02403003,n03998194
n03929855,n02111889,n03670208
n03272010,n01873310,n03126707
n03016953,n04310018,n04486054
n01616318,n07920052,n02927161
n02090721,n03045698,n04435653
n02834397,n02325366,n04239074
n01753488,n03188531,n04004767
n03223299,n01682714,n04409515
n02066245,n03781244,n02097047
n02980441,n01687978,n04479046
n03018349,n03942813,n04548280
n02281406,n01917289,n15075141
n04149813,n07697537,n02980441
n03930630,n02226429,n02028035
n02099601,n01984695,n03018349
n02825657,n04344873,n03642806
n03662601,n04044716,n02105505
n03908714,n04476259,n02012849
n04026417,n07871810,n03065424
n03220513,n03633091,n01484850
n02114855,n02356798,n04037443
n01910747,n01496331,n02190166
n03109150,n04120489,n01532829
n04099969,n03124043,n03895866
n02110958,n07248320,n01776313
n04447861,n07768694,n02655020
n02113978,n04023962,n07734744
n04141076,n02090379,n04613696
n04311004,n03788365,n01601694
n03452741,n02108915,n02106550
n04336792,n02097658,n01537544
n02137549,n02112137,n02883205
n03347037,n02134084,n03980874
n03000247,n01945685,n02012849
n03290653,n02009912,n02091635
n09332890,n03179701,n01682714
n02259212,n02105251,n01797886
n02119789,n07716358,n04366367
n09428293,n04146614,n02108422
n02782093,n01945685,n02056570
n02017213,n04517823,n04476259
n04204347,n02280649,n04486054
n07730033,n02093754,n03657121
n02104029,n02403003,n04417672
n03527444,n02120079,n02129604
n02111500,n01914609,n02917067
n02104365,n07742313,n04486054
n02099601,n01914609,n03720891
n03394916,n04141076,n01582220
n02088238,n02951585,n03642806
n02088632,n01677366,n04435653
n03075370,n02804414,n02423022
n04005630,n04461696,n02823428
n02113186,n01983481,n03126707
n02802426,n02951585,n03998194
n02843684,n03394916,n02120505
n02978881,n02489166,n01847000
n02172182,n04462240,n02107574
n03085013,n02807133,n07753275
n02917067,n03482405,n03657121
n04336792,n12267677,n02088094
n03180011,n07749582,n01847000
n01944390,n01735189,n04209133
n03956157,n07716358,n02124075
n02002724,n02837789,n02124075
n07579787,n02641379,n03787032
n03874293,n04311004,n02091635
n02096585,n02110806,n02667093
n04228054,n02090379,n03782006
n02917067,n02701002,n04023962
n07860988,n04462240,n02105251
n03223299,n02115913,n03075370
n04296562,n01644900,n03733805
n01795545,n04461696,n07714990
n04149813,n03042490,n02099267
n02791270,n03131574,n04004767
n06359193,n02268443,n04417672
n03447721,n02099849,n15075141
n02687172,n02835271,n02793495
n03759954,n01644900,n07802026
n04049303,n02699494,n02483362
n02097130,n04235860,n11879895
n03877845,n04599235,n02749479
n02012849,n03347037,n03903868
n04111531,n02317335,n02667093
n03127747,n02090379,n01855672
n03916031,n01665541,n12985857
n02264363,n03063599,n01698640
n12057211,n03874599,n03297495
n02437312,n02412080,n03982430
n01440764,n01689811,n02692877
n02447366,n01806567,n04162706
n02109047,n01955084,n09332890
n04328186,n01735189,n02802426
n04461696,n01735189,n02120505
n03127747,n07754684,n03770679
n03630383,n02640242,n03637318
n02087046,n02111500,n04429376
n02892767,n03874599,n04069434
n04501370,n03125729,n02391049
n03891251,n04254777,n02009229
n01751748,n03065424,n02093647
n03018349,n03188531,n01768244
n02093428,n02457408,n01990800
n03733131,n03804744,n02708093
n04525305,n04149813,n02342885
n04090263,n01440764,n02814860
n03197337,n13044778,n04111531
n04476259,n07613480,n03208938
n02169497,n01664065,n04389033
n07697537,n02769748,n01531178
n02101006,n02325366,n04069434
n02119022,n02110341,n04486054
n02860847,n07711569,n04557648
n04493381,n03742115,n04069434
n03658185,n09256479,n02095570
n03929660,n04254777,n04037443
n01950731,n01770393,n01531178
n04562935,n07753113,n02113978
n03291819,n04536866,n01531178
n03630383,n03496892,n02087394
n04311004,n03388043,n02444819
n01735189,n02111500,n07930864
n04162706,n03045698,n02814860
n01828970,n01968897,n03649909
n02950826,n07932039,n02219486
n01622779,n01950731,n02788148
n02074367,n02804414,n04069434
n04584207,n07614500,n03733281
n02442845,n01914609,n06359193
n04356056,n01694178,n03642806
n03791053,n01774750,n03786901
n02701002,n03530642,n03733805
n01773549,n01698640,n02086910
n03372029,n07711569,n02823750
n04265275,n02091032,n02840245
n12620546,n04370456,n02974003
n01968897,n02782093,n04081281
n04350905,n02422699,n02444819
n03721384,n02412080,n01943899
n02268443,n02128757,n04086273
n02088466,n02085782,n03916031
n02747177,n04039381,n02444819
n01644900,n02641379,n15075141
n02106166,n03355925,n04591713
n02119789,n04346328,n01558993
n04525038,n02110185,n02396427
n04458633,n02319095,n01682714
n04273569,n07684084,n03344393
n03062245,n02808304,n03777568
n02977058,n03240683,n01978287
n01978287,n02089867,n01558993
n04005630,n03788365,n02091467
n01843065,n03814639,n03642806
n03063689,n02112350,n01443537
n01753488,n01496331,n01843065
n03733131,n02091032,n04296562
n02056570,n04325704,n03670208
n02643566,n07730033,n02100735
n01728920,n03837869,n02980441
n03445777,n04606251,n01601694
n04509417,n03825788,n02114712
n04542943,n03187595,n04243546
n03854065,n01775062,n03063689
n04141975,n04447861,n02009229
n03179701,n01877812,n04604644
n02892201,n07583066,n02504458
n03134739,n01694178,n04069434
n04485082,n02177972,n02097047
n03764736,n12267677,n04277352
n02791270,n02859443,n02825657
n03388043,n01753488,n02483362
n02085782,n01983481,n04004767
n01688243,n07871810,n01828970
n03355925,n03743016,n01537544
n03109150,n03692522,n04311174
n03187595,n02102177,n02091635
n02389026,n04229816,n01775062
n02105855,n02108551,n01531178
n02113799,n01882714,n03388183
n02128385,n02825657,n04141327
n02788148,n01498041,n04235860
n02107683,n02877765,n04409515
n02167151,n01985128,n07802026
n02110806,n02108915,n04596742
n04118538,n04355933,n03720891
n03895866,n03089624,n03207941
n03995372,n02607072,n02917067
n03388043,n03976467,n01843065
n02480495,n03935335,n02112706
n03538406,n03884397,n04592741
n03291819,n03290653,n04417672
n03595614,n07873807,n03782006
n01632777,n01729977,n04604644
n03134739,n02088364,n03733805
n07932039,n03125729,n02113978
n03967562,n03803284,n02113712
n02105251,n03595614,n03637318
n01491361,n07742313,n01860187
n01667778,n03594945,n01558993
n09332890,n01873310,n02437312
n02514041,n02837789,n03344393
n04074963,n01981276,n02097209
n02480855,n01882714,n02100877
n02859443,n01728572,n02437312
n04131690,n07871810,n02979186
n04447861,n02123597,n03938244
n02444819,n01664065,n01667778
n01641577,n02606052,n04417672
n04019541,n02325366,n04476259
n02133161,n02276258,n02013706
n07734744,n04612504,n02091635
n04409515,n02107908,n02028035
n12144580,n03977966,n03196217
n03895866,n01873310,n07753275
n02981792,n04522168,n02363005
n04371774,n02129604,n06794110
n09399592,n02769748,n02091467
n04589890,n03874599,n04136333
n02168699,n04493381,n04116512
n04074963,n01877812,n03444034
n01682714,n03710193,n04366367
n02321529,n04458633,n03344393
n02091134,n01631663,n03014705
n01697457,n03788365,n04239074
n01819313,n03958227,n04552348
n03623198,n02504458,n07579787
n02111277,n03424325,n03764736
n03042490,n04149813,n02486261
n01729322,n02364673,n02229544
n03425413,n02980441,n04204347
n03633091,n04376876,n04347754
n03220513,n07717556,n04317175
n01734418,n04525038,n02098105
n02489166,n02978881,n04417672
n02123159,n03843555,n03729826
n04153751,n03706229,n02950826
n01484850,n02113186,n02788148
n03929855,n03482405,n01828970
n03026506,n02108915,n01770081
n02117135,n03187595,n02113186
n02787622,n12998815,n03657121
n02129165,n02442845,n02916936
n01798484,n02113023,n03992509
n02391049,n02999410,n01518878
n12144580,n01704323,n02097130
n02326432,n03763968,n02113712
n07579787,n01917289,n04418357
n03630383,n03388043,n03661043
n02111277,n03794056,n04258138
n04462240,n02356798,n02167151
n04501370,n04228054,n02119022
n02098413,n01498041,n02089078
n03899768,n03710721,n02655020
n01873310,n02536864,n09468604
n03344393,n02840245,n02493793
n02256656,n02097658,n02493509
n03617480,n02107908,n04357314
n02108915,n02669723,n04429376
n03938244,n02859443,n03658185
n04296562,n03724870,n02229544
n03450230,n02109047,n02690373
n02088466,n03496892,n02859443
n01514859,n03891332,n02012849
n02125311,n02879718,n04326547
n04553703,n02113624,n02091467
n03891251,n03781244,n03388549
n03424325,n04552348,n04004767
n01930112,n04597913,n02509815
n02895154,n02669723,n01855672
n02128925,n03047690,n02965783
n04325704,n03937543,n04266014
n02391049,n01751748,n03494278
n02823750,n01806143,n02018795
n02988304,n07584110,n03345487
n02095314,n04254777,n04584207
n03100240,n01622779,n01820546
n04120489,n02793495,n02492660
n02790996,n02422699,n03998194
n02799071,n13044778,n04606251
n04467665,n02102973,n04442312
n04591713,n02017213,n03532672
n03871628,n03459775,n04592741
n13133613,n03291819,n02229544
n03929855,n02108915,n02326432
n03400231,n04589890,n02980441
n02107908,n03891332,n04239074
n02108089,n03045698,n03670208
n03843555,n02782093,n04263257
n04501370,n03126707,n02489166
n02096294,n02111129,n03938244
n04552348,n01695060,n04550184
n02992211,n09229709,n01820546
n02105162,n07584110,n03095699
n02088238,n02669723,n02795169
n02099429,n03649909,n04326547
n04040759,n01734418,n04037443
n03793489,n01945685,n02095314
n03344393,n03498962,n04493381
n02395406,n02085936,n07930864
n03691459,n01744401,n02100877
n02107312,n01819313,n02106382
n02099601,n02480855,n04147183
n04344873,n12998815,n04596742
n04483307,n03627232,n01847000
n03788195,n12144580,n02106550
n01631663,n01914609,n03733805
n02093754,n07860988,n04380533
n04209239,n04310018,n07753275
n02321529,n03042490,n03950228
n02110341,n04548362,n03874293
n07753113,n03770439,n02749479
n02510455,n03026506,n02108422
n03272010,n01770393,n03134739
n02129165,n03197337,n03873416
n03160309,n02325366,n02106030
n12267677,n02328150,n02444819
n03450230,n02109047,n01930112
n02444819,n02113712,n03814906
n04423845,n13052670,n03661043
n03297495,n01776313,n15075141
n03776460,n04493381,n03425413
n02443484,n01740131,n03983396
n03452741,n04462240,n02493793
n04579145,n01695060,n09421951
n02869837,n03599486,n06794110
n02231487,n03724870,n02167151
n02107574,n02128385,n03347037
n01797886,n02094258,n02281787
n04254120,n02992529,n03877845
n02643566,n01693334,n02814533
n01770393,n01695060,n02229544
n02099712,n01807496,n01641577
n03967562,n03710721,n01537544
n03916031,n02797295,n04131690
n03775546,n04235860,n04131690
n04147183,n02108000,n02102973
n01917289,n07718747,n03388549
n04033901,n02134418,n04239074
n04606251,n04493381,n04347754
n02111277,n03459775,n03992509
n04540053,n02487347,n04049303
n01688243,n01985128,n02229544
n02747177,n04040759,n02444819
n03868242,n09421951,n04357314
n02363005,n02412080,n02457408
n03445924,n03372029,n04560804
n02666196,n01494475,n02802426
n01978455,n02981792,n02606052
n01443537,n02457408,n02655020
n01537544,n04228054,n04456115
n04366367,n02799071,n02791124
n03026506,n02965783,n04258138
n07860988,n03529860,n02361337
n13037406,n03530642,n04476259
n01740131,n02988304,n04562935
n01697457,n03874599,n02099429
n01682714,n03710721,n04019541
n03259280,n03627232,n02137549
n03220513,n04376876,n02114855
n04461696,n01873310,n03776460
